 	forse	stanno	ancora	svegli	</S>
f	0.8552775	0.1072351	0.01794857	0.001006914	0.018531905
ò	0.8232465	0.159320433333	0.00918387666667	0.000425628766667	0.00782354633333
r	0.559906833333	0.398044477778	0.0361723988889	0.00285598102222	0.00302024944444
s	0.424686944444	0.509578825926	0.045640332963	0.0104897703407	0.00960380914815
i	0.314723941481	0.641431275309	0.020418744321	0.0117882267802	0.0116374441594
s	0.107836660494	0.798788425103	0.0143660147737	0.0679451122601	0.0110637224965
t	0.0422364401647	0.653340475034	0.0211102382579	0.213870704087	0.0694422741655
è	0.0201863467216	0.672802158345	0.020218526086	0.201066318029	0.0857268247218
o	0.00924326557387	0.583612719448	0.303379055362	0.071138129343	0.0326268122406
n	0.00438424519129	0.298021906483	0.420394651787	0.136972316448	0.14022640808
e	0.00220773073043	0.176786035494	0.441880183929	0.201999772149	0.177125886027
a	0.00111757257681	0.0715575118313	0.552466394643	0.313977257383	0.060881332009
n	0.0039691975256	0.0457557039438	0.341027564881	0.539163085794	0.0700843973363
k	0.00455933860853	0.0337060879813	0.145595418294	0.415530565265	0.400608465779
ò	0.0135343989695	0.0459741159938	0.0596465694313	0.176584725088	0.704259821926
r	0.0200167996565	0.0597863719979	0.290419156477	0.128091308363	0.501685973975
a	0.0102151128855	0.0325896839993	0.616425385492	0.127865169454	0.212904657992
a	0.00381527729517	0.0141143346664	0.468808061831	0.404877389818	0.108384985997
t	0.00239616243172	0.00794772155547	0.161558414277	0.658722796606	0.169374795332
s	0.00156007291057	0.00436283451849	0.0641427984257	0.434260395535	0.495673598444
ù	0.00148733307019	0.0046397388395	0.0350731328086	0.405507928512	0.553291532815
n	0.00441502435673	0.0117043096132	0.0195720776029	0.697425642837	0.266882877605
n	0.00537645811891	0.0114054332044	0.0108370058676	0.536854544279	0.435526659202
i	0.00277481603964	0.00458124440147	0.0083853152892	0.337994511426	0.646263886401
t	0.00100618434655	0.00193087580049	0.00748992322973	0.283061937142	0.706510962134
i	0.000380225415517	0.000749333600163	0.00290384254324	0.139637012381	0.856329654045
</S>	0.000196280157759	0.000458892800081	0.00203804627162	0.117966406191	0.879340327022
