 	che	non	li	aspetiamo	</S>
n	0.8789845	0.030402997	0.048198415	0.02070955	0.021704305
a	0.6427275	0.207210699	0.112473871667	0.017114447	0.0204735598333
m	0.3179168	0.261049399667	0.186874957222	0.157770046	0.0763888447778
i	0.176091233333	0.174639299889	0.341927985741	0.211099482	0.0962415815926
t	0.132119044444	0.13665326663	0.42835632858	0.189154294	0.113716827198
u	0.0701441148147	0.07494812221	0.521244109527	0.201764598	0.131898975733
s	0.0366444249382	0.05422087407	0.464840703176	0.332982032667	0.111311691911
m	0.0197531949794	0.0464728913567	0.223710567725	0.536799010889	0.173264230637
ì	0.0128330149931	0.0453071637856	0.301755189242	0.483436670296	0.156667910212
n	0.0382783549977	0.0278657545952	0.565249729747	0.286270423432	0.0823354367373
o	0.0478578883326	0.0192004515317	0.556684576582	0.255688007811	0.120569112246
m	0.0257618661109	0.0162797505106	0.295161192194	0.379893335937	0.282904370749
e	0.016263617037	0.0116975935035	0.116422120731	0.386714445312	0.46890279025
</S>	0.0084888010185	0.00687801175175	0.0619551453655	0.371102722656	0.551575895125
