 	tu	le	hai	cucinati	le	verdure	</S>
e	0.627974	0.36798787	0.002033323	0.00018265305	7.374745e-05	0.0005361675	0.00121212295
s	0.46654	0.436715956667	0.077574651	0.00642143301667	0.00106881581667	0.0095039855	0.00217498961667
ù	0.571203	0.240575585556	0.158644883667	0.0120411776722	0.00139386260556	0.0126613468333	0.00348025653889
t	0.455123866667	0.321955128519	0.203767961222	0.0105848925574	0.000615334201853	0.00578590727777	0.00216723241296
a	0.176357222222	0.548282709506	0.253482653741	0.0133469641858	0.00360268406728	0.00417702575926	0.00075093200432
m	0.065973104074	0.432155069835	0.355880217914	0.0534477547286	0.0100059846891	0.0779132252531	0.00462449163477
à	0.023573511358	0.169926619945	0.608062405971	0.0803948849095	0.0088835944297	0.101715742751	0.00744302387826
r	0.00904338045267	0.0805883699817	0.802193135324	0.0611223283032	0.00425407434323	0.038698081917	0.00410062195942
e	0.00401552348422	0.0939898566606	0.578296645108	0.115693509434	0.185383668114	0.020688180639	0.00193264465314
t	0.00174117149474	0.0764438422202	0.268350148369	0.359351169811	0.261480622705	0.0260639468797	0.00656903155105
s	0.000848566164913	0.0658898374067	0.15144938279	0.369568256604	0.184926940902	0.0741228822932	0.153194010517
e	0.000656191054971	0.0638354691356	0.0631470275967	0.217555618868	0.328710646967	0.0956886940977	0.230406670172
t	0.000405789618324	0.0241392230452	0.0300396425322	0.283445872956	0.428919215656	0.106725964699	0.126324656724
a	0.000208467472775	0.00967882768173	0.0141242765107	0.224292077652	0.588482405219	0.0948212548997	0.068392818908
l	0.000301384157592	0.00517740589391	0.00712552450357	0.090646145884	0.55331280174	0.301895684967	0.0415411729693
à	0.00129740438586	0.0026387796313	0.0110633781679	0.0741654819613	0.239199633913	0.382367561656	0.28926779099
c	0.00756131812862	0.0078936508771	0.0757115593893	0.0657706939871	0.131568244638	0.346005853885	0.365488676997
h	0.00913879937621	0.0104254436257	0.0919488764631	0.0381448979957	0.205227748213	0.491287284628	0.153826838999
a	0.00367339545874	0.00474263120857	0.0319133451544	0.0189508406652	0.195826882738	0.656295428209	0.0885970796663
n	0.00165355181958	0.00255090040286	0.0123584047181	0.00784806155507	0.075935364246	0.84217647607	0.0574767598888
a	0.000925819273193	0.00197312846762	0.00576186423937	0.00407540918502	0.0406208247487	0.703543825357	0.243099053296
</S>	0.000570186136597	0.00147865673381	0.00297763611968	0.00222557759251	0.0390143123743	0.527430412678	0.426303526648
