 	lo	sentii	che	viene	</S>
t	0.970639	0.009368565	0.0016394085	0.004717415	0.013635915
o	0.792735333333	0.184499431667	0.0116249061667	0.00354073333333	0.00759978666667
n	0.408137051111	0.255410543889	0.195242935389	0.0998434227778	0.0413661338889
ì	0.138878793704	0.33799891463	0.259686311796	0.172165474259	0.0912707112963
k	0.0765653012347	0.643876971543	0.110746203932	0.0991197980863	0.0696919870988
u	0.0931059670782	0.715505323848	0.131320167977	0.0354577193621	0.0246109423663
s	0.0704961590261	0.486686441283	0.367547722659	0.022799786454	0.0524698441221
a	0.0283096896754	0.248405813761	0.55565857422	0.0403554621513	0.127270281374
n	0.0134503988918	0.141632704587	0.62513652474	0.0531569540504	0.166623427125
a	0.0057070086306	0.080701401529	0.518649174913	0.12361865135	0.271323809042
r	0.00307934454353	0.054697433843	0.304019724971	0.210002217117	0.428201603014
t	0.00297264318118	0.0330310446143	0.19120337499	0.157979572372	0.614813867671
i	0.00284855039373	0.0211109015381	0.0951837249967	0.0846627907907	0.796194289224
</S>	0.00149323919686	0.012090280769	0.0616825624983	0.0780835453954	0.846650644612
