 	lo	posso	finire	di	scrivere	</S>
o	0.7187705	0.272089195	0.003349305	0.005032821	0.0002750575	0.0004829265
s	0.388914463333	0.600424398333	0.00220262833333	0.00637577033333	0.000381902833333	0.00170097383333
ò	0.131097881111	0.858606799444	0.00322974944444	0.00399724011111	0.000406090944444	0.00266245794444
z	0.189039057037	0.781048933148	0.0165094098148	0.00539483003704	0.00558101831481	0.00242681931481
o	0.255305352346	0.449304777716	0.278947503272	0.00734828667901	0.00728153610494	0.00181240143827
s	0.153736684115	0.281061059239	0.475693501091	0.0278729055597	0.0167040753683	0.0449313588128
p	0.115695794705	0.30763035308	0.425012500364	0.0442665018532	0.0213219417894	0.0860726196043
i	0.0863042649017	0.21128846436	0.576496833455	0.0497189672844	0.0092329739298	0.0669585398681
c	0.0397040549672	0.07906116812	0.769096611152	0.0610033557615	0.0041938879766	0.046940879956
c	0.0553063183224	0.0912033893733	0.675593870384	0.0698131519205	0.0425304159922	0.065552826652
è	0.0544556241075	0.0927855297911	0.463913956795	0.0612867839735	0.262053138664	0.065505108884
t	0.0194498960358	0.0388977099304	0.453155318932	0.0496213946578	0.407172379555	0.0317035862947
s	0.0099070786786	0.0311727366435	0.360577706311	0.0565543648859	0.333857793185	0.207930578765
i	0.00631295289287	0.0246634615478	0.17194816877	0.317404854962	0.198540187728	0.281130526255
à	0.00286976396429	0.00843952751593	0.107621756257	0.661336618321	0.107874652576	0.111857688752
t	0.00114859565476	0.00327992917198	0.052266195419	0.680154872774	0.222625550859	0.0405246329173
s	0.00047577458492	0.00309407872399	0.031100608473	0.417086724258	0.286754850286	0.261487767639
e	0.000259638894973	0.00276323557466	0.024818909491	0.273718674753	0.173163916762	0.525275589213
g	0.000238854631658	0.00131842785822	0.011565236497	0.290478891584	0.222654938921	0.473743529738
r	0.00118261054389	0.00086334795274	0.0148774721657	0.179411997195	0.242756946307	0.560907509913
à	0.0014540441813	0.000445404984247	0.0152017263886	0.0752172657317	0.369184948769	0.538496836638
t	0.000534786960433	0.000280912994749	0.0054005627962	0.0394631552439	0.71263464959	0.241686245546
s	0.000212803186811	0.000423611664916	0.00262994593207	0.025729051748	0.56202861653	0.408976048515
i	0.00013020936227	0.000450452721639	0.00180598997736	0.0160275505827	0.19827953551	0.783306349505
</S>	0.000118653181135	0.00025816011082	0.00116029698868	0.0139013252914	0.103632162755	0.880929674752
