 	non	mi	aspetti	non	vengo	</S>
m	0.02982025	0.1172154	0.25649115	0.007616075	0.499397	0.0894602
ì	0.0177483266667	0.368688733333	0.254070483333	0.004838599	0.279383566667	0.0752704166667
m	0.0165227855556	0.628179244444	0.204966927778	0.00287937033333	0.119385788889	0.0280661588889
e	0.0323141951852	0.664252748148	0.214607475926	0.0153458201111	0.061864902963	0.011615195963
m	0.0300163650617	0.492808496049	0.334050325309	0.021873440037	0.109310907654	0.0119408716543
ì	0.0102827553539	0.18679334535	0.60869044177	0.012902686679	0.165103635885	0.0162273238848
n	0.00381646878463	0.08448726845	0.78859948059	0.0120034355597	0.100993211962	0.0101000012949
i	0.00214618292821	0.0341060428167	0.588258826863	0.327226845187	0.043636970654	0.00462516376497
e	0.00648283764274	0.0218575476056	0.220206975621	0.483793281729	0.249154890218	0.0185045579217
n	0.00832716921425	0.0192186158685	0.0940146918737	0.222666927243	0.569535296739	0.0862370526406
è	0.00371803483808	0.0129099119562	0.0396654972912	0.078892853081	0.736951098913	0.12786235088
r	0.00303143004603	0.0125418106521	0.0350919990971	0.029483965027	0.835338699638	0.0845119836267
k	0.00278448013868	0.0115890932174	0.0351505330324	0.012753623309	0.866952566546	0.0707698612089
o	0.00116238716956	0.00423909407247	0.0197229713441	0.00595151273633	0.867674855515	0.10124928707
m	0.000766261723187	0.00230038469082	0.00756872744803	0.00396945857878	0.682799951838	0.30259509569
e	0.000515191574396	0.00143300689694	0.00341829248268	0.00192161785959	0.365267983946	0.627443698563
</S>	0.000429033787198	0.00089380144847	0.00175235624134	0.00139803492979	0.232661991973	0.762864349281
