 	io	non	ho	niente	da	mangiare	</S>
e	0.962364	0.02566478	0.0058913945	0.00017376575	0.001581963	0.0014601205	0.00286401565
v	0.948866	0.0271023033333	0.0137435648333	0.00109506191667	0.005681131	0.00214776716667	0.00136399231667
ò	0.926187	0.0348300111111	0.0265630549444	0.00234926730556	0.00647077366667	0.00235821005556	0.00124139743889
e	0.642293666667	0.170367303704	0.175175718315	0.00248710576852	0.00409918122222	0.00289807768519	0.0026785991463
n	0.271623255556	0.198835867901	0.425057572772	0.0490073285895	0.0150065204074	0.0274897025617	0.0129796563821
è	0.115329918519	0.0744293293003	0.591909524257	0.147604776197	0.0179116234691	0.0343967041872	0.0184182854607
c	0.0592116395063	0.0429114164334	0.609976508086	0.250587925399	0.011464357823	0.0151419280624	0.0107061684869
h	0.0351860698354	0.0308691388111	0.448614836029	0.432195975133	0.0117436792743	0.0160696326875	0.025320662829
o	0.0137438432785	0.0150159796037	0.244297978676	0.609281325044	0.0579032864248	0.0214818442292	0.0382758542763
t	0.0059965407595	0.00906081873457	0.112076592892	0.745094775015	0.0831122621416	0.0185100480764	0.0261490180921
ì	0.0026178065865	0.00306213971152	0.0428197576307	0.855832925005	0.0529081540472	0.0150298826921	0.0277295060307
p	0.0021835421955	0.00158353117051	0.0193794458769	0.827234641668	0.107049951349	0.0178397942307	0.0247292420102
o	0.0014516153985	0.00119230039017	0.011288791959	0.520769607223	0.37084265045	0.0795341647436	0.0149207873367
t	0.000626236132833	0.00067832046339	0.00668193398633	0.199828529074	0.566536883483	0.145833388248	0.0798149957789
i	0.000350875977611	0.000509286487797	0.00481978466211	0.090845366358	0.496277627828	0.265139462749	0.142057998593
n	0.00046259392587	0.000636751495932	0.0057872082207	0.0369722454527	0.378522209276	0.40693615425	0.170682999531
a	0.000502170541957	0.000773586165311	0.00622542607357	0.0187292018176	0.256424403092	0.444113051417	0.273232333177
f	0.000522288413986	0.000767509055104	0.00520478202452	0.00860218060587	0.145260734364	0.553341683806	0.286301111059
à	0.00301382947133	0.000630881351701	0.00493931734151	0.00765856020196	0.0839301781213	0.677923894602	0.221903703686
o	0.00388208315711	0.0007437507839	0.00255598344717	0.00554183573399	0.0478043260404	0.729676964867	0.209795234562
</S>	0.00250530657856	0.00104953539195	0.00168669822359	0.00296143136699	0.0307935630202	0.758047982434	0.202955617281
