 	questo	muro	vuole	uno	specchio	</S>
c	0.9658025	0.01837845	0.0134195	0.001212913	0.0005153315	0.0006714035
ì	0.9693885	0.0200837166667	0.008237727	0.00141508833333	0.0004205525	0.000454618166667
t	0.839466166667	0.145324372222	0.0135785026667	0.00101730844444	0.000370645166667	0.000243164722222
t	0.758802055556	0.211483290741	0.0158297675556	0.00075523948148	0.0119343970556	0.00119517890741
o	0.846210351852	0.119509596914	0.0164002558519	0.000449774160493	0.0159381856852	0.00149178580247
t	0.589115483951	0.365025532305	0.0174221286173	0.00947939738683	0.0151449485617	0.00381243810082
ì	0.219661761317	0.712569510768	0.00996446620577	0.0149142657956	0.0158862961872	0.0270034960336
c	0.102965787106	0.736302503589	0.110504468735	0.00958290859853	0.0090610520624	0.0315830503445
h	0.104146229035	0.482478101196	0.304783822912	0.00691578953284	0.0176435573541	0.0840321017815
o	0.0950010046783	0.183888193399	0.595229607637	0.00521415317761	0.0191586757847	0.101507887594
t	0.0324582532261	0.0689828574663	0.605040535879	0.114370941059	0.0758711819282	0.103275816198
è	0.0119888310754	0.0315578191554	0.45153951196	0.214178980353	0.0973322606427	0.193402272066
l	0.00484512335847	0.0120349097185	0.644820503987	0.144024526784	0.0399263868809	0.154348258689
i	0.00204300278616	0.00450154457283	0.743967167996	0.0708017422613	0.109107562294	0.0695787208963
è	0.00174087626205	0.00210522285761	0.466637389332	0.196778280754	0.290648520765	0.0420896469654
n	0.00623962875402	0.00661461095254	0.201010796444	0.349368760251	0.417807506922	0.0189586556551
a	0.00703020225134	0.00756731175085	0.105600098815	0.24559548675	0.542158835641	0.092048051885
n	0.00324886008378	0.00510675868362	0.0393755162717	0.152469728917	0.632964945214	0.166834350628
j	0.00208376802793	0.00450779089454	0.0149720487572	0.139134442972	0.442486481738	0.396815450209
a	0.000932388342643	0.00178849663151	0.00645914358573	0.0705372709907	0.315986660579	0.60429615007
l	0.000446726780881	0.000808251543837	0.00251005419524	0.0289474969969	0.564874553526	0.402413350023
ì	0.00134424192696	0.000769771514612	0.00158924039841	0.016365548999	0.546437851175	0.433493750008
</S>	0.00234890096348	0.000894250757306	0.0018052951992	0.0143501244995	0.338494425587	0.642107375004
