 	il	lenzuolo	vuole	lavato	</S>
o	0.4846758	0.50151385	0.010327225	0.00188147052	0.00160146485
p	0.17034978	0.79858795	0.0222984916667	0.00362876385333	0.00513506485
l	0.169179906667	0.74749165	0.0318954305556	0.0210081346178	0.0304249882833
a	0.183337568889	0.712744883333	0.0330139101852	0.0280124115393	0.0428913627611
ù	0.081847322963	0.757576627778	0.122098636728	0.0151089905131	0.023368377587
n	0.0340801076543	0.658434875926	0.287304545576	0.0109702835044	0.009209832529
a	0.0285191692181	0.454556625309	0.481354515192	0.0200008278348	0.0155687941763
t	0.025169256406	0.235974675103	0.648490505064	0.0335416759449	0.0568239980588
è	0.009111196402	0.115526158368	0.671862168355	0.0746201919816	0.128880332686
l	0.00320825240067	0.057009619456	0.748732056118	0.0773518306605	0.113698264229
i	0.00142430046689	0.0278891164853	0.598276852039	0.254694043554	0.117715574743
p	0.000959324488963	0.0163516154951	0.271881117346	0.420976014518	0.289832191581
l	0.00258250216299	0.011619625165	0.142453905782	0.277049071506	0.566295397194
i	0.002888640721	0.00588426472167	0.0574521019273	0.225966090502	0.707809132398
m	0.001054037907	0.00338172457389	0.0266360673091	0.450036696834	0.518891710799
è	0.000427107802333	0.00387748152463	0.015319879103	0.642684565611	0.337691236933
n	0.000627370100778	0.0120309671749	0.053552049701	0.70244152187	0.231348078978
o	0.000752429366926	0.013187606725	0.0637096259003	0.60325750729	0.319092359659
</S>	0.000493623683463	0.0067260298625	0.0322907269501	0.461914253645	0.498574679829
