 	non	sono	andati	</S>
e	0.350824	0.2752882	0.2926498	0.081237625
n	0.271549496667	0.532583066667	0.158282133333	0.037585125
è	0.0931326555557	0.778580355556	0.105971424444	0.0223156653333
c	0.0364673785186	0.884993451852	0.0696415214813	0.00889774544443
h	0.0172174731729	0.886786483951	0.0764197071604	0.0195763818148
u	0.0081307547243	0.611338161317	0.349030769053	0.0315003606049
n	0.00506972424143	0.228787420439	0.691055256351	0.0750876202016
e	0.00266269741381	0.0884015401463	0.763026418784	0.145909540067
p	0.00218618913794	0.0394479467154	0.762118139595	0.196247846689
a	0.00233219971265	0.0201868755718	0.664473046532	0.313007615563
m	0.00273180990422	0.0115653618573	0.689836015511	0.295866338521
è	0.00178779663474	0.00826129728577	0.829099338504	0.160851246174
n	0.00102037821158	0.00589855242859	0.901455446168	0.0916256487247
a	0.000919850070527	0.0040439164762	0.664625148723	0.330411116242
</S>	0.000850387035263	0.0021147767381	0.384332074362	0.612702558121
