 	tutto	il	cibo	vuole	girato	</S>
ò	0.871862	0.02030191	0.055629815	0.0234165045	0.004266341	0.02452309
l	0.624330666667	0.25035887	0.0735756383333	0.0237030315	0.00412183966667	0.023909925
o	0.297528888889	0.518845956667	0.164736912778	0.00923224716667	0.00143053765556	0.00822561217667
o	0.108487826296	0.413933318889	0.454050304259	0.0192050557222	0.00074887131852	0.00357459623556
m	0.0400433520987	0.186681872963	0.704924434753	0.0432115185741	0.00533740077284	0.0198014820785
a	0.0143115290329	0.0842327909877	0.831443811584	0.037534602858	0.00680369192428	0.0256736573595
r	0.0062417413443	0.0586707636626	0.871466937195	0.036772564286	0.00459687230809	0.0222511157865
ì	0.00401368711477	0.0467928878875	0.873134979065	0.043692654762	0.00798314076936	0.0243827719288
o	0.00243066237159	0.0304356959625	0.701156659688	0.244198984921	0.00793232358979	0.0138457639763
t	0.00156362479053	0.0196680186542	0.345768619896	0.52122066164	0.0521972178633	0.0595815279921
è	0.000754786596843	0.0077985745514	0.133685139965	0.68337955388	0.0788073392878	0.0955742093307
l	0.000489077198948	0.00329738651713	0.0562748799883	0.841729851293	0.0429591464293	0.0552496164436
i	0.000432096066316	0.00225372217238	0.0252881433294	0.685728617098	0.23021114881	0.0560863854812
v	0.000413369355439	0.00149301072413	0.0123612644431	0.420655539033	0.41166871627	0.15340779516
o	0.000379070785146	0.000873801241377	0.0058801981477	0.258104846344	0.48575657209	0.24900493172
t	0.000216138928382	0.000467339747126	0.0025237567159	0.0990994487813	0.646768190697	0.25092497724
i	0.000164255976127	0.000277268582375	0.00124500257197	0.0416816829271	0.626184063566	0.33044765908
m	0.000289014325376	0.000236291194125	0.000940691190657	0.020788794309	0.656187687855	0.32155738636
m	0.000571788441792	0.000619421731375	0.00153163106355	0.0138000314363	0.627737229285	0.35573996212
è	0.00289871181393	0.00413465391046	0.0111506570212	0.00859936047877	0.567785409762	0.405431320707
n	0.00370736793798	0.00504705930349	0.0164461290071	0.0163797701596	0.740881136587	0.217538640236
o	0.00164116331266	0.00199447176783	0.0086850803357	0.0185268157199	0.628767712196	0.340384746745
</S>	0.00094909665633	0.00113950188392	0.00454658116785	0.00959894635995	0.428124856098	0.555640873373
