 	l	ho	sentito	che	viene	</S>
o	0.791558	0.1354735	0.02047682	0.011337635	0.00824135	0.032912578
n	0.493414543333	0.136877	0.196889206667	0.0543085783333	0.08066985	0.0378411113333
ì	0.167331464444	0.3447925	0.271042568889	0.0646248294444	0.11039945	0.0418094337778
k	0.0848158948147	0.6993425	0.125385056296	0.0281104798148	0.04527326	0.0170727012593
u	0.0977586316049	0.768812166667	0.0614591187653	0.0471847266049	0.0183776733333	0.00640751608643
s	0.0741395738683	0.515369588889	0.234314772922	0.154074908868	0.0107911677778	0.0113098943621
a	0.0283652479561	0.212306196296	0.326988257641	0.373524302956	0.0173906559259	0.0414253981207
n	0.0128573143187	0.101124398765	0.227725752547	0.566057767652	0.0265712519753	0.0656634993736
a	0.00548608310623	0.0484871329217	0.155058384182	0.556495922551	0.0754881506584	0.158984266458
r	0.00308830303541	0.0298462109739	0.0751053280607	0.468927974184	0.171669383553	0.251363088819
t	0.00252330634514	0.0199580703246	0.0477920760202	0.335302991395	0.160876561184	0.43354736294
i	0.00232874778171	0.0138551701082	0.0243401786734	0.172400763798	0.109527953728	0.67754712098
</S>	0.00137228739086	0.0082368550541	0.0137079693367	0.117086031899	0.119259476864	0.74033706049
