 	deve	essere	bianco	</S>
è	0.943086	0.027962295	0.00601672	0.02293535
n	0.818585666667	0.055554765	0.10767721	0.01818247
a	0.734239888889	0.116363221667	0.140459059333	0.008937843
è	0.637609962963	0.283740740556	0.0731628424443	0.00548647733333
n	0.354968620988	0.498919580185	0.139844114148	0.00626740911111
e	0.186889840329	0.657701193395	0.150874238049	0.00453448637037
à	0.11841831011	0.485913531132	0.39209727935	0.00357090879012
s	0.0412579167033	0.180175077044	0.773982759783	0.00458432959671
p	0.0146651742344	0.0812869256813	0.600418519928	0.303629619866
r	0.00704919341147	0.0367130018938	0.238035273309	0.718202873289
o	0.00619580113716	0.0319243272979	0.10095035777	0.86092962443
</S>	0.00575393056858	0.041519813649	0.065038828885	0.887687312215
