 	perché	aveva	lavorato	molto	</S>
j	0.9780565	0.01359025	0.0055388	0.0005886145	0.0022261895
a	0.8808025	0.10899855	0.00894131	0.000345020166667	0.000912703333333
t	0.5898535	0.290197516667	0.08926387	0.0215865823889	0.00909850161111
ì	0.287581466667	0.550796505556	0.114445436667	0.030582787463	0.0165938672037
ì	0.277661455556	0.652172168519	0.0434916822223	0.012576535821	0.0140980224012
c	0.295042151852	0.673199056173	0.0185262240741	0.00465924094033	0.00857329346707
h	0.148508917284	0.836705018724	0.0096110880247	0.00181162098011	0.00336355048902
e	0.0693603390947	0.613039472908	0.311537769342	0.00188791866004	0.00417462682967
p	0.0388986463649	0.222888557636	0.579565923114	0.06659142622	0.0920554522766
o	0.0157245921216	0.0957951858787	0.662651641038	0.0946076420733	0.131220817426
l	0.00762265404053	0.0479602952929	0.718708547013	0.124859380691	0.100848939142
e	0.00548270801351	0.023304928431	0.519900515671	0.231655793564	0.219655979714
m	0.00637507267117	0.0183861061437	0.39914017189	0.331725264521	0.244373259905
ì	0.00576823422372	0.0414477020479	0.31034439063	0.406784088174	0.235655353302
s	0.0159595614079	0.054690534016	0.303476796877	0.403167696058	0.222705217767
o	0.018303688136	0.0313584693387	0.271699532292	0.527763565353	0.150874839256
n	0.007160223712	0.0114427277796	0.0968551874307	0.744136855118	0.140405313085
t	0.00375651123733	0.00487695292653	0.0390187391436	0.739086618373	0.213261137695
a	0.00196133807911	0.00182622594218	0.0180679230479	0.675880872791	0.302263379232
p	0.000803858693037	0.000688368947393	0.00702329101597	0.764332957597	0.227151493077
o	0.000418521897679	0.000322963649131	0.00328314700532	0.725923985866	0.270051531026
d	0.00026104633256	0.00020783854971	0.00173319966844	0.717174328622	0.280623843675
d	0.000220019810853	0.000301621183237	0.00613497388948	0.734412109541	0.258931614558
h	0.000236488603618	0.000294852594412	0.00764087462983	0.703332369847	0.288495871519
ì	0.00360206553454	0.0113932470648	0.00353818154328	0.669905789949	0.311561290506
</S>	0.00699353276727	0.0226110235324	0.00275395077164	0.581173894975	0.386468145253
