 	qui	dentro	vuole	un	tappeto	</S>
e	0.992216	0.002468825	0.0042696045	0.0002075613	6.8024515e-05	0.00077004681
t	0.969924666667	0.00267073166667	0.0186944281667	0.0030432971	0.000866088848333	0.00480095681
t	0.965203555556	0.00249787388889	0.0208557780556	0.00408500136667	0.00119535128278	0.00616247437
ù	0.657715518519	0.31451590463	0.0171478946852	0.00266676945556	0.00207527209426	0.00587871355667
m	0.23829017284	0.668438301543	0.0825832982284	0.00233638981852	0.00236057836475	0.00599130118556
è	0.0948285236133	0.777245767181	0.117435232743	0.00164551327284	0.00227649045492	0.00656846372852
s	0.0321754105378	0.56746418906	0.387707544248	0.00356424442428	0.00243061915164	0.00665821390951
a	0.0128448768459	0.214662729687	0.757783848083	0.0109872714748	0.00113469971721	0.0025869056365
t	0.00608945928197	0.0944674398957	0.812373616028	0.0365058904916	0.0246482009057	0.0259155768788
è	0.00211283329399	0.0521827099652	0.832430872009	0.0395931601639	0.0347771336352	0.0389031589596
l	0.000720451197997	0.0363270786551	0.910047624003	0.0202899500546	0.0141244972117	0.0184901046532
i	0.000495730632666	0.0130234715517	0.661223541334	0.308662016685	0.00717179507057	0.00942309655107
è	0.000630261877555	0.0102136271839	0.266618247111	0.709223005562	0.00659891169019	0.00671581551702
n	0.000508945625852	0.010458015728	0.161181149037	0.808720001854	0.0157707738967	0.00336118517234
a	0.000288775875284	0.005512100576	0.112201646346	0.620474333951	0.230432191299	0.0310908350574
t	0.000267959958428	0.00266418552533	0.039768052782	0.346309777984	0.5316483971	0.0793414450191
a	0.000226102086143	0.00157755617511	0.0136916722607	0.183657459328	0.709403132367	0.0914441150064
p	0.000177064128714	0.00087689605837	0.00497669842023	0.0928720864427	0.825157044122	0.0759402383355
p	0.000442039042905	0.00087614635279	0.00374429314008	0.116295095481	0.689077681374	0.189564646112
è	0.000791528680968	0.0241444834509	0.0143658977134	0.14271546516	0.562906227125	0.255076215371
t	0.00163804622699	0.0464115611503	0.0375645992378	0.137441588387	0.637752409042	0.13919147179
o	0.001737138409	0.0305316077168	0.0342298744126	0.136796862796	0.531057469681	0.265646890597
</S>	0.0011280237045	0.0156221848584	0.0174441992063	0.119991431398	0.393597234841	0.452216945298
