 	ora	ho	finito	di	scrivere	</S>
à	0.99453	0.00430629595	0.00045072525	0.0001758988	4.804225e-05	0.0004893669
r	0.827181	0.06048942865	0.110958987083	0.0002688166	0.000550134783333	0.000551791633333
t	0.472712266667	0.08386600955	0.421624995694	0.00124214153333	0.0170937282611	0.00346094621111
e	0.214623422222	0.341442536517	0.415987025231	0.00150157651111	0.0220979650804	0.00434761842037
s	0.099766764074	0.450604078839	0.433736035077	0.0041978915037	0.0084461606868	0.00324899249012
p	0.0541593446913	0.29419892628	0.578485678359	0.0160201638346	0.0065849768956	0.05055067083
ì	0.0377434715638	0.226509075427	0.649498559453	0.0163508879449	0.0053512989652	0.06454662571
c	0.0166012638546	0.124962458476	0.828149853151	0.00576963331497	0.00293125965507	0.0215854483367
c	0.0099667546182	0.0772955928253	0.839941284384	0.00334150177166	0.0395972132184	0.0298574537789
e	0.0173248348727	0.254519970942	0.585812761461	0.0555988539239	0.0529850410728	0.0337583412596
t	0.0188590749576	0.318038856981	0.49304425382	0.0854982846413	0.0389283170243	0.0456310370865
s	0.0161033549859	0.16086048566	0.465089084607	0.0944310948804	0.0378900390081	0.225625879029
a	0.0151374549953	0.107412928553	0.198416261536	0.36212836496	0.0207673396694	0.296137959676
t	0.0057628586651	0.0412041761843	0.128755987179	0.49990078832	0.0686091732231	0.255767653225
s	0.0032340532217	0.0296544920614	0.111615995726	0.33532592944	0.0891988244077	0.430970884408
e	0.00222561640723	0.0256664340205	0.046823018242	0.41049797648	0.0411922748026	0.473594294803
g	0.00137451413574	0.0102991113402	0.0165245757473	0.668862658827	0.0262829582675	0.276655764934
r	0.00123624871191	0.0070720771134	0.00907117191577	0.540071852942	0.0439627194225	0.398585588311
à	0.000959514237303	0.00619752237113	0.0101597206386	0.202925417647	0.352019006474	0.427738596104
t	0.0018301120791	0.00565718412371	0.0095586935462	0.0975521058823	0.731485668825	0.153916215368
s	0.0018470533597	0.00404070604124	0.00932475118207	0.0628160019608	0.565292122942	0.356679355123
i	0.000828672453233	0.00194175334708	0.00739917389402	0.0492190673203	0.222044007647	0.718567118374
</S>	0.000651614226616	0.00176397167354	0.00373652219701	0.0560508836601	0.134653603824	0.803143059187
