 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.92819	0.04740445	0.02070895	0.00073582	0.000440226	0.0002211357	0.000212349645	0.00208717065
n	0.613385933333	0.360778116667	0.01932085	0.00305302066667	0.000600588666667	0.0010133757	0.000189417645	0.00165873731667
k	0.213045711111	0.731143372222	0.01957155	0.0228559668889	0.00290838622222	0.00429199856667	0.00292006388167	0.00326309910556
ò	0.074785766037	0.857500790741	0.0198992833333	0.0316314556296	0.00340980240741	0.00525453618889	0.00406251129389	0.00345604303519
r	0.0787166510123	0.69741226358	0.195712094444	0.0204362852099	0.0016146611358	0.00256391102963	0.00173805609796	0.0018059806784
a	0.0969357836708	0.334234521193	0.521402031481	0.04197919507	0.00332003371193	0.000873354209877	0.000616728265987	0.0006381139828
s	0.0583757945569	0.262453273731	0.549493010494	0.10783643169	0.0117896812373	0.00684377630329	0.000317641655329	0.00288999208427
t	0.0344333981856	0.279830091244	0.350877003498	0.214524810563	0.0330313270791	0.0188932587678	0.00318971888511	0.0652199206948
e	0.0258103993952	0.164538597081	0.407516334499	0.257436936854	0.039531375693	0.0168232429226	0.00408833729504	0.0842545202316
m	0.0206456997984	0.126523765694	0.477094444833	0.294275978951	0.030102225231	0.0141591043075	0.00168242643168	0.0355162534105
a	0.0165482999328	0.097865721898	0.376158814944	0.42879365965	0.042839075077	0.0134019447692	0.00136155514389	0.0230306178035
r	0.0171920333109	0.0695147072993	0.303108604981	0.494655219883	0.0613088916923	0.0284855249231	0.00129306904796	0.0244417726012
è	0.013716064437	0.0804309357664	0.277457868327	0.505312073294	0.0497890972308	0.0406415083077	0.00241252034932	0.0302399908671
o	0.0130228748123	0.0550556452555	0.256903956109	0.553718024431	0.0740336324103	0.0232888361026	0.00261173178311	0.021365040289
c	0.0115342416041	0.0327043484185	0.158661018703	0.54723167481	0.0890964441368	0.124719212034	0.00252431559437	0.0335286234297
e	0.00551593720137	0.0211967794728	0.0665110062343	0.41877355827	0.246201048046	0.183848004011	0.00433045519812	0.0536232078099
e	0.00333528240046	0.0113176898243	0.0285334720781	0.22763138609	0.309579916015	0.376605268004	0.00425867506604	0.0387382359366
n	0.00223720746682	0.0121573299414	0.0126393573594	0.105000395363	0.133459305338	0.683441756001	0.00357820168868	0.0474863453122
ì	0.00123227548894	0.0117344266471	0.00661174578647	0.059347265121	0.0537754051127	0.723448585334	0.0278892005629	0.115960815104
n	0.00206981482965	0.017196225549	0.00752771192882	0.0407469550403	0.0569543383709	0.689679528445	0.071948233521	0.113876838368
e	0.00292182827655	0.0161984165163	0.00849767730961	0.0331344850134	0.11549011279	0.488910176148	0.225707744507	0.109139512789
p	0.00181287275885	0.00740321350543	0.0047224391032	0.0179021150045	0.101685254263	0.469049058716	0.244707314836	0.152717837596
r	0.00097358825295	0.00436386083514	0.00267358970107	0.00984611166817	0.0393215847543	0.430159452905	0.157210171612	0.355451612532
ò	0.000831246750983	0.00439984994505	0.00212936323369	0.00686838055606	0.0204000449181	0.174773817635	0.391949057204	0.398648270844
n	0.00234972225033	0.0167029566484	0.0066889510779	0.00911541685202	0.016418848306	0.167130839212	0.612275019068	0.169318356948
t	0.00249956574678	0.0182479332161	0.00740314169263	0.00844938428401	0.0104746227687	0.152695046404	0.512986339689	0.287244318983
o	0.00110391891226	0.0064839617387	0.00282713856421	0.00347358676134	0.00771064758957	0.073577215468	0.34613611323	0.558687772994
</S>	0.00095578745613	0.00353688536935	0.00193616928211	0.00258676338067	0.0101633737948	0.047447757734	0.291495556615	0.641877886497
