 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.9628995	0.016470155	0.01063639	0.00662159	0.001202623	7.617315e-05	0.00033287815	0.0017607931
v	0.913191833333	0.043796385	0.02608023	0.0116892633333	0.00237346766667	0.00151791611667	0.00043908815	0.000912039766667
ò	0.723689611111	0.218134995	0.03320071	0.0195221544444	0.00217433122222	0.00207680470556	0.00047388535	0.000727802922222
s	0.39568987037	0.431594998333	0.14580047	0.0241901848148	0.00114877574074	0.000841040235187	0.000257229416667	0.000477624307407
t	0.177010023457	0.407145332778	0.20253699	0.0670067282716	0.00563729191358	0.00337336941173	0.111404554472	0.0258858251025
i	0.0912060884857	0.250577444259	0.38888083	0.0753740794239	0.00716459897119	0.00419546050391	0.148368751714	0.0342329943808
z	0.0320831468286	0.15710448142	0.660925943333	0.056128929808	0.0162730679904	0.00634219753464	0.050494474128	0.0206480508069
o	0.0123478030095	0.0930870604733	0.775384981111	0.0520384766027	0.0249897226635	0.00722429384488	0.0180376567093	0.0168901969356
ì	0.00556501840317	0.0370793434911	0.663662327037	0.261919258868	0.0161830575545	0.00285348994829	0.0062719159031	0.00646565697853
m	0.00607433280106	0.0172739711637	0.470687442346	0.491486086289	0.00826297918483	0.0014498783161	0.00234312630103	0.00242219732618
m	0.00568038760035	0.0120980870546	0.337794480782	0.573856028763	0.0183103697283	0.00307194710537	0.0240541414337	0.0251343661087
u	0.00279682280012	0.0085313690182	0.197374493594	0.476156009588	0.238428289909	0.00765315236846	0.0328505438112	0.0362089553696
ì	0.00433568453337	0.00530386300607	0.135237697865	0.431140003196	0.380999096636	0.0130636174562	0.0135233179371	0.0163965484565
m	0.0147323615111	0.00745245100202	0.0572020326217	0.537418667732	0.323350365545	0.0381754391521	0.0128565793124	0.0088123294855
e	0.0148565726037	0.00764953766734	0.0291500075406	0.341400085911	0.315059788515	0.198956713051	0.0437405931041	0.0491869598285
p	0.00516067430123	0.00394507322245	0.0127633658469	0.118308955304	0.225978796172	0.493305237684	0.0551709310347	0.0853670866095
à	0.00512403610041	0.00326799107415	0.0056876252823	0.0635084484347	0.129758965391	0.556121412561	0.124968677012	0.111562795536
n	0.0059072653668	0.00421131369138	0.00394986176077	0.0482149828116	0.079192221797	0.599039470854	0.159146559004	0.100338065179
t	0.0030285994556	0.00370484889713	0.00299292558692	0.0215980642705	0.035070660599	0.509590656951	0.275346519668	0.148667821726
a	0.00110829581853	0.00139042763238	0.00122070086231	0.0075155864235	0.0167161068663	0.24581638565	0.500762506556	0.225470273909
p	0.000398247606177	0.000652887210793	0.000639312287437	0.00277686380783	0.0112665822888	0.296003795217	0.423693835519	0.264568091303
o	0.000156191035392	0.000374932070264	0.000358521429146	0.00111580293594	0.0067606674296	0.279967798406	0.37751061184	0.333754697101
l	9.84395117973e-05	0.000461180356755	0.000358204476382	0.000727639645313	0.0048374391432	0.184459466135	0.427872203947	0.381184899034
e	8.09117039324e-05	0.000514298785585	0.000366422492127	0.000602183548438	0.00373308304773	0.136003555378	0.405086067982	0.453613299678
m	0.000228216434644	0.000612927261862	0.000408949164042	0.000512472849479	0.00273511434924	0.0685872184593	0.530523355994	0.396391766559
i	0.000280928911548	0.000762179420621	0.000501671721347	0.000503451949826	0.00240371478308	0.0413715994864	0.530041118665	0.42413525552
m	0.000516827737183	0.00106668347354	0.000666797240449	0.000576886649942	0.00221007492769	0.0199801264955	0.561811039555	0.413171418507
m	0.000752554579061	0.00172809782451	0.00116150908015	0.000763295883314	0.00455525830923	0.0136501288318	0.593270679852	0.384118472836
è	0.0241863968597	0.0115578726082	0.00371655302672	0.0217285522944	0.00561915610308	0.00792051294393	0.496706226617	0.428564824279
n	0.0335203422866	0.0175932575361	0.00590485100891	0.0339517174315	0.00438416536769	0.014970787648	0.626921075539	0.262753741426
a	0.0128717367289	0.00943325651203	0.00395930806964	0.0167892456438	0.0033298114559	0.0171733538827	0.539603691846	0.396839380475
</S>	0.00644308731445	0.00476683425601	0.00202864063482	0.0084122325719	0.00176147522795	0.00887151394135	0.335037845923	0.632678190238
