 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.520129	0.477955	0.001347045	0.00038769837	1.98352135e-05	0.000118475855	1.1838339e-05	2.8158e-06	2.8757105e-05
k	0.402763666667	0.443603666667	0.126281198333	0.00372859579	0.0054996024045	0.0127756456183	0.001084325613	0.00032329424	0.003940160105
à	0.175827255556	0.620138555556	0.168035096111	0.00458820205	0.0073367284015	0.0169568162061	0.001437494171	0.000430511983333	0.00524926590167
j	0.0925727851853	0.834843185185	0.0602418287037	0.00176036513667	0.00247673646717	0.0057141130687	0.000482728973	0.000145705414444	0.00176279526722
o	0.341414928395	0.584247261728	0.0609697095679	0.00948874937889	0.00085911532239	0.00212556868957	0.000242811273667	5.1965358148e-05	0.000599954722407
t	0.397163276132	0.208510453909	0.306057903189	0.034776749793	0.0246478422075	0.0110581472299	0.00882153009122	0.00400063615605	0.00496334710747
r	0.170291858711	0.0760874946363	0.37730546773	0.212297383264	0.0607776140692	0.01548886241	0.0191333433637	0.00700839205202	0.0616096823692
a	0.099837086237	0.0322379748788	0.343439989243	0.364892127755	0.0505108613564	0.00950595413667	0.0172463811212	0.00414403935067	0.0781858807897
ù	0.0451384787457	0.0213071249596	0.629056996414	0.239916265918	0.0192498904521	0.00621377804556	0.00908718017373	0.00149993118356	0.0285305130632
d	0.0160735295819	0.0158075549865	0.856685332138	0.085528445306	0.00804360348403	0.00473200934852	0.00304502789124	0.000532673761187	0.00955184392107
i	0.00932172986063	0.00765818566217	0.614888910713	0.351998281769	0.00547637782801	0.00528706644951	0.00158018733041	0.000232972053729	0.00355642140702
a	0.00663463762021	0.00288555722072	0.214991636904	0.75952276059	0.007696809276	0.00508742214984	0.00122838144347	0.000135679584576	0.00181717846901
a	0.0024467768734	0.00146287540691	0.0771150223013	0.833391586863	0.0523217364253	0.0304075540499	0.00151793281449	0.000153336928192	0.00118299448967
s	0.00109427929113	0.00085582046897	0.0294743807671	0.613011195621	0.298430578808	0.04505815135	0.00692602760483	0.00129877064273	0.00385078182989
ò	0.000472832057043	0.00100928048966	0.0130932102557	0.281805699874	0.654759859603	0.0336346171167	0.00783780220161	0.00173614154758	0.00565092727663
z	0.000529652645681	0.00441912016322	0.0149831900852	0.184726867958	0.654974619868	0.130469839039	0.0036510870672	0.00239553851586	0.00385016242554
i	0.00104427088189	0.00494451308774	0.0147597486951	0.298282289319	0.396682206623	0.245585613013	0.0249720556891	0.00295121283862	0.0107779274752
g	0.000926344627297	0.00184381039591	0.0059707882317	0.255784763106	0.460043068874	0.212161537671	0.0411236852297	0.00510966761287	0.0170362424917
r	0.000763645875766	0.000795879798637	0.00335409941057	0.118427821035	0.583490356291	0.112654779224	0.0348451284099	0.0160760225376	0.129592180831
à	0.000715628625255	0.00169189659955	0.00272462980352	0.0638605836783	0.41798378543	0.295528859741	0.0266246761366	0.0229356408459	0.16793399361
t	0.000358326875085	0.00208144653318	0.00268731326784	0.0242618345594	0.236095595143	0.63591928658	0.0179219587122	0.0185090469486	0.06216480787
s	0.000164965058362	0.000815352844393	0.00281313775595	0.0101845015198	0.237139198381	0.51104612886	0.0187378529041	0.0449897156495	0.174108812623
i	0.000165241786121	0.000319682281464	0.00231166095198	0.0119583938399	0.201461006127	0.208513342953	0.265578117635	0.0518726752165	0.257819604208
i	0.000261013595374	0.000364830427155	0.00112132901733	0.01278038128	0.0705121753757	0.262561714318	0.489998705878	0.0250814284055	0.137318668069
n	0.000322712865125	0.000507408475718	0.00132055000578	0.00596007709333	0.0354130584586	0.313716238106	0.526153568626	0.0350940428018	0.0815129226897
ì	0.000265343821708	0.00195991315857	0.00564962000193	0.00283253699778	0.0378055861529	0.344826412702	0.434688856209	0.0876861476006	0.0842860408966
t	0.000309712473903	0.00309160105286	0.00819643000064	0.00116751563259	0.030387062051	0.382229470901	0.351194618736	0.167849715867	0.0555738336322
t	0.000310017057968	0.00187541701762	0.00500990333355	0.000699452210863	0.033564154017	0.218261356967	0.292942472912	0.257604571956	0.189732597877
a	0.000188020252656	0.000687646805873	0.00224896421118	0.000843352403621	0.0334281526723	0.0809598923223	0.221669090971	0.218829923985	0.441145199292
</S>	0.000198130126328	0.000376805102937	0.00115342175559	0.00117569620181	0.0168496283362	0.0419883061611	0.273156545486	0.131828061992	0.533273599646
