 	vuole	andare	a	Lecce	</S>
a20	0.497899365	0.097217188	0.249333024	0.0065151958745	0.149035171431
a31	0.213451096	0.111625846	0.495904898	0.00652866024383	0.172489467144
a18	0.174566159667	0.261686435333	0.477307882667	0.00535366203361	0.0810858243547
a46	0.229081689889	0.388623705111	0.306707300889	0.0483429416779	0.0272443524649
a37	0.17316667863	0.27773982837	0.21058029363	0.329326857226	0.00918636914497
a23	0.279646094877	0.162380509457	0.128673369877	0.426197059075	0.00310298591666
a18	0.324696069959	0.105891943486	0.094184191959	0.472590603025	0.00263718545722
a38	0.19477871832	0.0927827548287	0.121040240653	0.588241211008	0.00315705071907
a37	0.175762326107	0.155145108276	0.303382690218	0.363401175003	0.00230869570636
a31	0.143297332036	0.165671549425	0.430091116739	0.254420849668	0.00651917170212
a20	0.127715060679	0.151197846475	0.502989838913	0.207971069889	0.010126191234
</S>	0.133113100339	0.159897533238	0.578184639457	0.119589484945	0.009215231617
