 	mi	sono	vestito	</S>
a39	0.917042705	0.0007508782725	0.041330759385	0.0408756736141
a11	0.889141418333	0.00293839212417	0.0669178114617	0.0410024475047
a13	0.893017629444	0.00341506296139	0.0897433821539	0.0138239830482
a18	0.884397399815	0.0015496759738	0.109400484051	0.00465242826007
a31	0.922127199938	0.000723447877933	0.075567901917	0.00158146822202
a37	0.914383346646	0.00394558611264	0.0741831612057	0.00748795287867
a15	0.614771708882	0.0103934007042	0.144044940402	0.230789965293
a31	0.267470787961	0.0429828875681	0.220141140134	0.469405188431
a46	0.123898237654	0.078521730856	0.221779770045	0.57580026281
a31	0.0499157998847	0.112455141952	0.145622280015	0.692006787603
a20	0.0310474106282	0.332174910651	0.141192233338	0.495585484868
a31	0.0234703860961	0.394741360217	0.130779752446	0.451008533956
</S>	0.0121918268781	0.265657265109	0.087500068223	0.634650841978
