 	prima	di	andare	alla	scuola	</S>
a7	0.4889616967	0.158302390165	0.3022408865	0.03184272735	4.160490472e-05	0.0186106685799
a11	0.2660535567	0.229674520055	0.448812598833	0.0363779077833	0.000171125582907	0.0189103447066
a43	0.285187035567	0.294235543352	0.373333122944	0.0256493492611	0.014968477801	0.0066265322822
a20	0.195551210522	0.321713861117	0.266878094315	0.0914608644204	0.0540416899337	0.0703543012941
a31	0.072824863174	0.288320587039	0.194403688105	0.208247121473	0.0743647053112	0.161839020431
a20	0.069237362058	0.269382052346	0.156383476035	0.252607657158	0.120451937104	0.131937507477
a31	0.0701560353527	0.169126495115	0.128543379345	0.230722739053	0.196209322368	0.205242023159
a20	0.100731139784	0.125770772705	0.100503167115	0.198841086351	0.246173977456	0.227979843053
a31	0.112394356595	0.105589819902	0.0810055493717	0.14629162545	0.381899919152	0.172818726351
a20	0.127171772198	0.0918895589673	0.0648777284572	0.113014038483	0.443949783051	0.159097144784
a31	0.138379795399	0.0877891626558	0.0582035861524	0.0944656678277	0.526370237684	0.094791590928
</S>	0.0883087596995	0.0505180308279	0.0356848355762	0.0733846364138	0.658110268842	0.093993505464
