 	non	aveva	da	stare	</S>
a37	0.61393426	0.09015754365	0.05667525115	0.0579725701155	0.181260359701
a38	0.31977967	0.31069111455	0.102089553717	0.0853619833718	0.182077682934
a24	0.1915565	0.584924871517	0.095226802239	0.0667787411239	0.061513095781
a8	0.249809156667	0.571645217172	0.096682538413	0.0611836703746	0.0206793747133
a17	0.492429708889	0.340978405724	0.0845314086043	0.0742648734582	0.00779552425443
a31	0.703509236296	0.189399595241	0.0326350890014	0.0688325768194	0.00562348315148
a20	0.581709168765	0.206524091747	0.0399906966671	0.165072374606	0.00670370088383
a8	0.279580836255	0.182430466582	0.158559418889	0.221428538202	0.158000763395
a31	0.104492618918	0.0821295505273	0.22729270963	0.140317906067	0.445767224465
a20	0.0580423931393	0.0758592925091	0.356395179877	0.118621675356	0.391081467822
a31	0.0470688797131	0.090486747503	0.580438993292	0.100147473119	0.181857902274
a8	0.0645832619044	0.113788462501	0.583319451097	0.125365085706	0.112943695091
a31	0.0713378553015	0.117475884167	0.623939323699	0.130201432902	0.0570454293637
</S>	0.0510327446508	0.0903345270835	0.727253191849	0.078936112951	0.0524433296819
