 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
a33	0.00139191315	4.22256805e-05	0.45532076403	0.124758167	0.4126825387	8.15478375e-06	0.0001794483595	0.00384008510412	0.00177667956669
a31	0.00110869331333	4.27925903e-05	0.637263831343	0.162398137	0.140367873133	6.94852715e-06	0.0025436054265	0.0520628717014	0.00420521565556
a46	0.173955298334	0.0308064803336	0.511774567114	0.152673687167	0.052470006811	0.00397072583512	0.0040656253755	0.0664000651671	0.00388352164185
a31	0.234412452278	0.0410888670412	0.376204122371	0.151039193889	0.0786621836037	0.00529549017654	0.0638478785585	0.045723132989	0.00372666030395
a24	0.172194676926	0.0436868206104	0.245658927457	0.161700611296	0.217509071201	0.027234842957	0.0868552931862	0.0415026659963	0.00365706058132
a31	0.148684647075	0.0445311611251	0.383525312486	0.103637257099	0.207469891534	0.0345503468617	0.0462923180621	0.0299050493321	0.00140400298377
a37	0.0610939287917	0.0483877299634	0.413702257495	0.246226142366	0.144325658311	0.0233537381632	0.0322679576874	0.0300109511107	0.000631674031257
a31	0.0319603017639	0.0498678888211	0.281943222498	0.335746900789	0.132333768437	0.0196726535277	0.115616167562	0.0320286873702	0.000830454803752
a18	0.0200239967546	0.0287468334404	0.237233722833	0.233142830263	0.110149995146	0.0377900519826	0.140376731954	0.191458660457	0.00107718203458
a31	0.0160718813182	0.0219636063135	0.117970596278	0.213071636754	0.110449091715	0.0441265205609	0.127242186751	0.337801086819	0.0113033927115
a41	0.0157308825061	0.0213754729378	0.072085877426	0.187352008918	0.083558503905	0.0526089334203	0.123051868984	0.42944718894	0.0147893154372
a31	0.015900948202	0.0216266250793	0.0589346878087	0.188386572973	0.0734269189683	0.0565828641401	0.0938285430613	0.475050196313	0.0162626980124
a21	0.0118728947673	0.0158982177931	0.0515015366029	0.180803905991	0.0585482463228	0.04470259238	0.0842196131538	0.535477765438	0.0169752583708
a31	0.0114595754224	0.015731634931	0.051085264201	0.212984203664	0.0561663424409	0.0426821207933	0.0478833098513	0.550068181813	0.0119393891569
a14	0.0151729423075	0.0215227406437	0.0534537444003	0.228402442555	0.059043852147	0.0483607555978	0.0359536121838	0.527791987271	0.0102979116523
a31	0.0197160497692	0.0289917305479	0.0466322078001	0.173860638852	0.049527985049	0.0666295645326	0.0237410529613	0.57789752909	0.0130032134841
a24	0.0192806922564	0.029309210516	0.0428091272667	0.154305041617	0.0421167740163	0.0723571028442	0.0197923872204	0.60580194303	0.0142277249947
a31	0.0227267690855	0.0353410285053	0.0433880124222	0.139000755872	0.0387149080054	0.0889947762814	0.0153529026401	0.601625094343	0.0148557558316
a10	0.0232503216952	0.0369997635018	0.0443115051407	0.135972728624	0.0322775673351	0.0916319037605	0.01487061588	0.602749744781	0.0179358276105
a7	0.0559522175651	0.0863172395006	0.0521822760469	0.0975704928747	0.043919208445	0.165955326254	0.00870403712667	0.477421141594	0.0119780170035
a20	0.0830021825217	0.1240692665	0.0663951686823	0.0874571976249	0.0580077361483	0.245927452085	0.00576735920889	0.321390840531	0.00798271980117
a31	0.0608552905072	0.0862125955	0.0605305115608	0.084747693875	0.0448702627161	0.207249824028	0.0241903890696	0.36682631351	0.0645170509337
a8	0.0436277008357	0.0570357228333	0.0522492458536	0.0756299952917	0.0362010982387	0.169557501343	0.0295907793899	0.453138447837	0.0829694454779
a31	0.0505339779452	0.0625472332778	0.0691972019512	0.0862924310972	0.0355752540796	0.180898973781	0.0221662734966	0.412798265946	0.0799902969926
a33	0.0448564033151	0.0546725300926	0.0693385616504	0.0859412570324	0.0294239703599	0.143660742927	0.0197105569322	0.473281245315	0.0791146608642
a7	0.066340185105	0.0869110676975	0.0628203995501	0.0600487590108	0.0405517827866	0.195071512642	0.0095695098774	0.445243208438	0.0334435348214
a31	0.0947411383683	0.122599612566	0.0984557511834	0.100489043004	0.0467437472622	0.238962840881	0.0141282564258	0.233803159479	0.0500764109405
a23	0.0740415204561	0.0910447708553	0.0941694557278	0.111128071001	0.0486156720874	0.188062070294	0.0136332916419	0.32714933316	0.0521557752468
</S>	0.0603326417281	0.0741546004276	0.0708658058639	0.0806894905005	0.0527350385437	0.191309885147	0.00765326407095	0.43293076658	0.0293284700234
