 	non	ha	che	li	aspettiamo	</S>
a46	0.000315358228	0.0001671906825	0.0349884879	0.111678300021	0.55582453	0.297026130429
a31	0.000337655059333	0.0001884209375	0.0378368779667	0.13155587234	0.524456896667	0.305624260143
a15	0.0311857705031	0.000870987155833	0.0171453079889	0.0693122621133	0.770956032222	0.110529630471
a31	0.0857788468344	0.0352806520519	0.16548854933	0.0802581430378	0.588883330741	0.044310495247
a28	0.352580972278	0.0609706000173	0.21687993511	0.0845876876793	0.262798881914	0.0221819203138
a20	0.522511890759	0.208061142672	0.08336930937	0.0380853358931	0.140550843971	0.00742144986273
a11	0.357918973586	0.392070164224	0.0908040821233	0.034290918631	0.119968249657	0.00494760214758
a31	0.226863434529	0.329136394741	0.140286000708	0.0466091262103	0.132543309886	0.124561737049
a11	0.131870663843	0.168095296914	0.127613510236	0.0656299954034	0.338425559962	0.168364981683
a31	0.053755735281	0.0731177339713	0.0819636967453	0.0840666184678	0.461815066654	0.245281153228
a46	0.0361150467603	0.0428629243238	0.102370148915	0.176850812823	0.375015142218	0.266785922243
a31	0.0288098385868	0.0304343127746	0.102879319305	0.222054810941	0.428629537406	0.187192185248
a11	0.0293352885289	0.0238575045915	0.105069219435	0.254146683647	0.427856669135	0.159734626583
a31	0.0289330507763	0.0180793745305	0.101629292478	0.264815094549	0.517720629712	0.0688225426943
a11	0.0317742068588	0.0146395185102	0.102262503493	0.270610431516	0.542087109904	0.0386262188981
a46	0.0459990312863	0.0173446308367	0.144581001164	0.400067310505	0.373723886635	0.0182841286327
</S>	0.0439493171432	0.0163017979184	0.139392895582	0.456651755253	0.328589318317	0.0151149043164
