 	venne	scritto	</S>
a31	0.22328258	0.776703	1.436912e-05
a28	0.118705353333	0.8812853	9.29337278667e-06
a8	0.130181734444	0.8698146	3.62854454889e-06
a31	0.306541411481	0.693456366667	2.18945384963e-06
a20	0.527743270494	0.472216265556	4.04194217832e-05
a31	0.628105503498	0.369757808519	0.00213668086393
a13	0.566456587833	0.429044936173	0.00449849308798
a29	0.353934912611	0.575278002058	0.0707870990293
a39	0.16700369087	0.515216144019	0.317780166343
a31	0.12771206029	0.266952324673	0.605335588781
a35	0.154617886763	0.183769074891	0.66161301626
a31	0.116062505254	0.15954744163	0.724390038753
</S>	0.065744397127	0.096818995815	0.837436589377
