 	sto	e	cucino	</S>
a31	0.98633611	0.0136478225	4.7235744615e-06	1.135976088e-05
a20	0.979463236667	0.0205313205	1.57508218683e-06	3.86776301667e-06
a31	0.980883492222	0.0191146016667	5.25677013677e-07	1.33398477222e-06
a37	0.991037697407	0.00896162072223	1.76197609959e-07	4.77268362407e-07
a18	0.978047299136	0.0219456412407	8.45389782653e-07	6.1931995958e-06
a31	0.959643466379	0.0403425887469	1.23032352755e-06	1.26892385319e-05
a20	0.830692472126	0.168883077916	7.79970912425e-05	0.000346423318177
a31	0.724257094042	0.257066645972	0.00357093103375	0.0151052996727
a28	0.601720338014	0.367943708657	0.00785388767792	0.0224820578909
a33	0.396256816005	0.419346432886	0.112577465559	0.0718192759636
a31	0.242513955335	0.218056099629	0.204620335186	0.334809591988
</S>	0.152670527668	0.113108917814	0.192806787593	0.541413745994
