 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
a23	0.0054692635192	0.056693084865	0.101568276945	0.0134164001	0.22655631841	0.01145408	0.0691339620615	0.012684246	0.501600848	0.00142353340071
a31	0.00555335833973	0.0599861036217	0.104879945982	0.0157623740333	0.329569942803	0.02645401	0.206845664021	0.074284962	0.172528568	0.0041350725669
a10	0.00305873397991	0.0315629668739	0.0419394446607	0.0080116668111	0.233427031601	0.035069976	0.223640880674	0.112537920667	0.306660126	0.00409126673163
a41	0.0021757985933	0.0192811841246	0.0198539482202	0.00448201607037	0.159509357867	0.0286307973333	0.122604474225	0.0801379292223	0.561958608667	0.00136588564488
a24	0.0042066684311	0.0336690078749	0.0397242170734	0.0150796203568	0.162819205956	0.0349583351111	0.0795954227417	0.0483954847408	0.581043502889	0.00050851959996
a46	0.030787464477	0.274345149292	0.0686581723578	0.0322471444523	0.108701788652	0.039454276037	0.0352063592472	0.0229516822469	0.38724560363	0.00040237049332
a24	0.0434742738257	0.641406536431	0.0495633202859	0.0321008951508	0.0428158845507	0.0243951983457	0.0129548406591	0.010792350749	0.14217055031	0.00032618234344
a37	0.0351958412752	0.618723105477	0.0214872345953	0.0247720630503	0.0496497231836	0.0308073924486	0.0427053861297	0.119710358916	0.05675839787	0.000190486980147
a46	0.0497698047584	0.469680308492	0.0203088515318	0.0245886380168	0.0715522443945	0.0504788328162	0.0761063820432	0.202867316305	0.0344376206233	0.000209969456716
a31	0.0564093715861	0.501041856164	0.0225497598439	0.0218600460056	0.0906232614648	0.0589795552721	0.0741764973477	0.139168298768	0.0345216035411	0.000669764495572
a20	0.0359966991954	0.349883740721	0.0154965823813	0.0183699716685	0.0988901138216	0.0667793650907	0.0900170044492	0.245259296256	0.0785019345137	0.000805304485191
a8	0.0342755060651	0.16481046224	0.0189348488938	0.0187535632228	0.0717667456072	0.0656329376969	0.117673826816	0.379208165419	0.127537568171	0.00140639231506
a31	0.0324207760884	0.100844708747	0.0196784705313	0.0273151204076	0.140659359536	0.123733098566	0.138510255605	0.316252098473	0.0985449007237	0.00204123997169
a10	0.0132283992628	0.0442743120157	0.0102533997438	0.0296209268025	0.163076587179	0.146886129522	0.124180735202	0.319410026158	0.147783884908	0.00128562991723
a31	0.00668457452093	0.0192119153386	0.00607333518127	0.0261484976008	0.12441106306	0.116490853174	0.119371808401	0.358818135386	0.219721251636	0.00306858203241
a10	0.016345328107	0.0209436453462	0.0136747369938	0.0243004685336	0.104912583353	0.0996551697247	0.1171513228	0.294437561795	0.304762400545	0.00381678397747
a11	0.0337295520357	0.0299028471154	0.0266432476646	0.0211884321779	0.0582668987843	0.0691407135749	0.0970953809333	0.249042047265	0.411595980182	0.00339490395916
a37	0.0341577716786	0.0402504253718	0.0288259785549	0.0204948310593	0.0467526015948	0.0569421451916	0.0947625169778	0.219149369088	0.454924240061	0.00374009931972
a31	0.0203206006929	0.0358499979239	0.0194858139516	0.0258810946864	0.0891907371983	0.0827849507305	0.105779238993	0.241452089696	0.372079586687	0.00717587410657
a20	0.028765226031	0.0285650687746	0.0240745430839	0.0286480565621	0.0992984150661	0.0969153979102	0.103844572998	0.249035816565	0.333031625562	0.00782128358219
a41	0.058144098677	0.0359168739249	0.0432567623613	0.0266583351874	0.0570624543554	0.0750648253034	0.0923038943327	0.208294148855	0.397011731854	0.0062868889074
a11	0.0575589028923	0.050430685975	0.0445864234538	0.0276764723958	0.0510644481185	0.0652619667678	0.0994587214442	0.195156092952	0.401409900618	0.0073963971358
a27	0.0521814626308	0.0708200266583	0.0425240981513	0.0315326794653	0.0550316740395	0.0628254769226	0.102866253815	0.186465010984	0.388924810206	0.00682847861193
a0	0.0552147692103	0.0761951908861	0.0431804827171	0.0351875651551	0.0589564193465	0.0642265803075	0.106158937938	0.194559893661	0.342444073402	0.0238760477706
a20	0.0448520097368	0.104681752295	0.0386819719057	0.031445395385	0.0645180397822	0.0616540567692	0.135591102646	0.227783827887	0.259288816467	0.0315030205902
