 	deve	essere	bianco	</S>
a31	0.0027061117589	0.0366981854025	0.96059355	2.183668955e-06
a11	0.0532122158589	0.0456149900692	0.901092563333	8.02371281183e-05
a31	0.0700480012881	0.0488274582764	0.881019754444	0.000104808546369
a37	0.162143623098	0.112443853012	0.725336701481	7.58448191192e-05
a31	0.192853213347	0.134997967004	0.67208241716	6.63881422931e-05
a37	0.175367750097	0.168205515001	0.656245422387	0.000181319653351
a31	0.170140787666	0.182638270334	0.645499257462	0.00172175214445
a20	0.138920540189	0.158792735445	0.698101152487	0.00418562281482
a31	0.13391802073	0.168199630148	0.658941164162	0.0389412019383
a0	0.146266124243	0.190868828383	0.605524494721	0.0573405816461
a31	0.164170763748	0.279872116128	0.480342191574	0.075614944882
a20	0.208404580249	0.360140862043	0.356547070525	0.0749074739607
a18	0.301164590083	0.426802484014	0.240402230175	0.0316306986536
</S>	0.297314925042	0.428894502007	0.251169915087	0.0226206918268
