 	sto	ancora	cucinando	</S>
a20	0.5774043	0.243058547	0.174304084	0.00523305153186
a31	0.423154283333	0.0929081003333	0.471176541333	0.012761075844
a37	0.407477001111	0.0585356101111	0.521404660444	0.0125827552813
a20	0.45677995037	0.0644033433704	0.473376580148	0.00544014379377
a31	0.369001563457	0.0885850511235	0.538257830049	0.00415553329792
a30	0.305734717819	0.103392660374	0.581992750016	0.00887986109931
a46	0.179587329273	0.0696809347913	0.545723390005	0.205008340366
a31	0.153926139758	0.0443825942638	0.433834973335	0.367856310122
a39	0.108319658919	0.0361567589213	0.357892814445	0.497630810041
a15	0.0679250886397	0.0689324458071	0.319236941482	0.54390555668
a20	0.0582646662132	0.150241791936	0.403660580494	0.387832988893
a22	0.0681657587377	0.144787691312	0.428215226831	0.358831352964
a31	0.0659236239126	0.0685774669373	0.30476069661	0.560738224321
a46	0.0567526943042	0.0845397681458	0.316899653203	0.54180788144
</S>	0.0751116301521	0.133482939073	0.456187926601	0.33521750072
