 	forse	sono	usciti	</S>
a23	0.45662668	0.22445633	0.0127471236472	0.306169903299
a31	0.25349065	0.42738501	0.0128284472157	0.306295929183
a23	0.272709366667	0.62070742	0.00435847388947	0.102224761835
a31	0.381548572222	0.582922556667	0.00145384370347	0.0340750240792
a10	0.534543987407	0.453612578889	0.000484984780738	0.0113584292204
a37	0.590752562469	0.364164376296	0.0103436215504	0.0347394368236
a31	0.385249124156	0.338446815432	0.0698263718501	0.206477684275
a37	0.191129523052	0.201016581811	0.151702050617	0.456151848092
a31	0.0757430413507	0.102468509604	0.230649536872	0.591138916031
a39	0.0319349831169	0.104971088868	0.290940765624	0.57215313201
a31	0.0161660012723	0.111520042289	0.421591461875	0.450722477337
</S>	0.00981710998615	0.0755093701445	0.538404880938	0.376268648668
