 	non	aveva	cosa	a	fare	</S>
a31	0.048911612	0.007607402665	0.7043636	0.200579515	0.03839083935	0.000147034781442
a18	0.0405645496667	0.071839767555	0.635006966667	0.191503683667	0.0609360231167	0.000148984884481
a24	0.298300570889	0.121691289185	0.434294552222	0.0999644732223	0.0456972763722	5.18110475937e-05
a20	0.478363146963	0.0993676910617	0.224407564074	0.0961009810741	0.0993628541241	0.0023977776913
a31	0.382659738988	0.0676830960206	0.138445588025	0.115972053691	0.231040294708	0.0641992678971
a18	0.275863814996	0.0546127363402	0.100831299342	0.159725687897	0.325574138236	0.0833923370324
a31	0.135813269665	0.0474891537801	0.0984987564473	0.206304122632	0.319643309412	0.192251380077
a17	0.0680607858883	0.0442263895934	0.0838124288158	0.239397940877	0.331926109804	0.232576325026
a20	0.0498032826294	0.0530881845311	0.0747890779386	0.294859913626	0.436898329935	0.0905612180087
a31	0.0279356742098	0.037469754177	0.0504984939795	0.225270637875	0.412944743312	0.24588073067
</S>	0.0176244561049	0.0238520190885	0.0380049064898	0.147068208938	0.339006021656	0.434444415335
