 	avete	cucinato	le	verdure	</S>
a29	0.599637565	0.000110456325	0.0584279731615	0.166408708167	0.175415297966
a38	0.272865005333	0.00142319535833	0.382743404387	0.167335321122	0.175633079375
a31	0.108831664444	0.00258678951944	0.770760908129	0.057455527574	0.0603651321117
a11	0.301456177148	0.00792033990648	0.614770044376	0.0540816479913	0.0217717780206
a37	0.597057339049	0.0409227723022	0.290660736459	0.0639623526638	0.0073967645402
a11	0.66167502635	0.0725937941007	0.20640121882	0.0534156075546	0.00591435433007
a31	0.554374982117	0.1358247647	0.234839746273	0.0564260358515	0.01853448411
a20	0.307189802706	0.164124221567	0.432817102091	0.0398060916172	0.05606279137
a31	0.180793999569	0.206368310522	0.498518567364	0.0249715938724	0.08934755379
a39	0.13956459219	0.294753070174	0.461376702455	0.0223136066241	0.0819920512633
a13	0.0755005353967	0.313957013391	0.512758187485	0.0466465338747	0.0511377464211
a18	0.0519075481322	0.332866914464	0.496575769162	0.0762747246249	0.0423750431404
a39	0.0298636677107	0.374786174821	0.479288766387	0.073151764875	0.0429096460468
a31	0.0162362322369	0.326285021607	0.369434942129	0.0484014029583	0.239642408682
a46	0.011603164079	0.340136000536	0.310401084043	0.0269596083194	0.310900096227
</S>	0.0137334840395	0.429390400268	0.353850202021	0.0255030731597	0.177522773114
