 	ho	cosa	a	fare	</S>
a23	0.0671579185	0.263631675	0.60450439	0.0462797189935	0.018426274224
a17	0.0662432851667	0.419026165	0.44133949	0.0549020469978	0.0184890185213
a31	0.0596761340556	0.459643688333	0.44055765	0.0338967039993	0.00622588351609
a8	0.0517039186852	0.439213522778	0.488661203333	0.0183460024831	0.00207542313329
a31	0.142970546895	0.379962684259	0.469709434444	0.0066655494777	0.000691816216193
a13	0.215255462298	0.331746278086	0.441132444815	0.0116349203259	0.000230906980997
a24	0.235441887433	0.243260952695	0.427807628272	0.0896691767753	0.00382035412978
a31	0.251677155811	0.114430809565	0.294650872757	0.128664982258	0.21057617671
a13	0.187210621937	0.0606706795217	0.185436437586	0.172501467419	0.39418077557
a31	0.106878329312	0.0370949476739	0.121960197195	0.17230149914	0.56176499519
a18	0.0468254784373	0.0200138027246	0.0638787443983	0.127699623047	0.741582318397
a0	0.0294814961458	0.0197176272415	0.0500281554661	0.155700904349	0.745071792799
a39	0.0195311710486	0.0203958114138	0.0662121551554	0.265243558116	0.628617284266
</S>	0.0162432040243	0.0198314347069	0.0848234075777	0.377642279058	0.501459642133
