 	vuole	pianto	</S>
a39	0.556605275	0.2992138798	0.144180828412
a31	0.480580841667	0.3736131566	0.145805987804
a41	0.545947513889	0.403823098867	0.050229425335
a31	0.37417569463	0.609032616289	0.0167917450953
a37	0.393846374877	0.59922040543	0.0069332822151
a11	0.400780621626	0.391633778477	0.207585655672
a39	0.204493639209	0.223604018159	0.571902351891
a31	0.082818194403	0.137311148053	0.779870633964
a46	0.046652000801	0.0970650116843	0.856282951321
a31	0.0320137176003	0.0537616155614	0.91422464044
</S>	0.0210159998002	0.0373937717807	0.94159022022
