 	non	ha	da	mangiare	</S>
a31	0.01190466935	0.02060707035	0.55450955	0.41295978825	1.890381303e-05
a20	0.02412874435	0.04636776145	0.387592963333	0.541884629417	2.588706301e-05
a31	0.04039154745	0.0797305368167	0.454049401111	0.425812553139	1.59539627567e-05
a41	0.137354033483	0.262200450606	0.337701223037	0.262738822046	5.46778471223e-06
a10	0.275897124494	0.425576433535	0.170230573679	0.128245903015	4.99457889441e-05
a31	0.309560354831	0.355496341178	0.139167991226	0.161095942338	0.034679372993
a15	0.24103825161	0.209735356393	0.201842003742	0.293978264113	0.0534061809977
a31	0.12556272987	0.095105535131	0.207212422581	0.424392698038	0.147726656999
a39	0.08521355929	0.0482093487103	0.218556412194	0.472761046013	0.175259665333
a37	0.0777604920967	0.0275524415701	0.276922457398	0.549418862004	0.0683457607777
</S>	0.0549235195483	0.019123383785	0.258691558699	0.623186631002	0.0440748893888
