 	Marika	tu	hai	mangiato	</S>
a8	0.001072187258	0.4996197784	0.0001357331724	0.4754890742	0.0236832561224
a31	0.00108989565267	0.167007228273	0.0001368940628	0.8051249914	0.0266410082075
a24	0.0276159218842	0.076121634631	0.0557081874829	0.815291897133	0.0252623685692
a31	0.0371222228947	0.0461324088103	0.074314249641	0.815492965711	0.0269381548564
a28	0.0607230432316	0.0759974915368	0.063670717027	0.783695131904	0.0159136134521
a31	0.0976555744105	0.115911567179	0.0818280123423	0.694708287301	0.00989654231737
a3	0.17044944147	0.165787535726	0.0635044407808	0.590541222434	0.00971735960579
a18	0.212164327157	0.189814413242	0.0537422912603	0.501258100811	0.0430208860353
a31	0.155841169052	0.132861692414	0.0586516800868	0.587670476937	0.0649749886784
a23	0.157259816351	0.136940197471	0.115950975362	0.532274852312	0.0575741448928
a31	0.150301368784	0.128539449157	0.167696411787	0.399345710771	0.154117053631
a20	0.171022539595	0.138749653052	0.220541177262	0.30263971359	0.16704690621
</S>	0.221194769798	0.180045811526	0.274361148631	0.237658606795	0.086739635605
