 	lo	posso	finire	di	fare	</S>
a20	0.506105715	0.0053560531	0.028231666415	0.23714269	0.02656364718	0.196600226287
a31	0.25710794275	0.0044084788	0.168950117805	0.187974776667	0.04872633706	0.332832375429
a46	0.161969915333	0.148907090133	0.212783381935	0.105942609556	0.12307191902	0.24732511193
a31	0.139814007111	0.202704244378	0.371098036645	0.0512858335187	0.151772053007	0.0833258583633
a41	0.223831517704	0.189853942459	0.422556393548	0.0257529455062	0.109492071002	0.0285131481853
a18	0.567016659235	0.18084356942	0.157255581849	0.0123366026021	0.072829507334	0.009718094126
a7	0.546752103078	0.0976216984067	0.22428053995	0.0305503969674	0.0931833361113	0.00761193497533
a41	0.253257131026	0.0758731114689	0.265719543317	0.0457139009891	0.12955329537	0.229883031658
a31	0.359039207009	0.062606735823	0.132293336439	0.0311790769964	0.10387550179	0.311006186219
a0	0.358928495003	0.138119828608	0.084266199813	0.112430356999	0.140595907263	0.165659231073
a31	0.123225355801	0.189588706203	0.0533081386043	0.143734047	0.164228595754	0.325915147024
a39	0.0434466847337	0.277565558734	0.0304627745348	0.149133083667	0.149779988585	0.349611919008
a46	0.0168830312446	0.412076436245	0.0176841854116	0.212583967889	0.182157749528	0.158614653003
</S>	0.0095657931223	0.447148968123	0.0126080205558	0.214977693945	0.204887879764	0.110811656502
