 	non	so	cosa	scrive	</S>
a46	0.003918327775	0.53069314	0.4315213135	0.0021177149	0.0317494726015
a8	0.00608765375833	0.731015533333	0.165443721167	0.0657008018667	0.0317523213323
a31	0.00529561775278	0.515006593444	0.382345198056	0.0860768653712	0.0112757344759
a13	0.0951539705843	0.190351290148	0.581530242685	0.128500119873	0.00446437026197
a31	0.136242842528	0.169804203383	0.535268607562	0.157135458958	0.00154891701399
a28	0.153296109843	0.179189599461	0.562574169187	0.104001371986	0.000938771994663
a31	0.394661546614	0.10711046282	0.402452806396	0.0855899419953	0.0101852509316
a37	0.390377864205	0.11028670894	0.336662828799	0.102590018665	0.0600825876439
a31	0.145376102735	0.11926238298	0.3498506396	0.153224366222	0.232286532548
a11	0.0608297269117	0.135605864327	0.280573416533	0.273971235407	0.249019771849
a31	0.0290557217039	0.121076769109	0.216162325511	0.378273151802	0.255432011616
a20	0.0324955033013	0.0914521853697	0.179844771837	0.443003290601	0.253204214205
a31	0.0331176326204	0.0881461924566	0.210145850612	0.503671096867	0.164919181735
</S>	0.0168386485902	0.0690836652283	0.219367125306	0.494715198433	0.199995315867
