 	non	sono	ancora	vestita	</S>
a31	0.00861110585	0.009075044655	0.98222763	7.6557827815e-05	9.6874565655e-06
a23	0.0113043672833	0.020309932885	0.968040096667	0.000335907972605	9.69019539317e-06
a31	0.0116397994278	0.018223737585	0.969761498889	0.000371707054848	3.25389835472e-06
a7	0.0278815631426	0.033588102485	0.938196866296	0.000332374895596	1.10430518547e-06
a31	0.211483901048	0.0396199495283	0.748573232099	0.000322519392532	3.9011882339e-07
a13	0.336332360349	0.0782254685428	0.575351374033	0.0100904648115	3.13836034463e-07
a31	0.26220954345	0.101095249514	0.619349678011	0.0173421459372	3.37538772482e-06
a37	0.377124457817	0.0764733731713	0.508780239337	0.0373210873124	0.000300820982908
a18	0.365395609272	0.111261667724	0.372488853112	0.147713102437	0.00314074422764
a31	0.138172415607	0.092229742108	0.284623356704	0.199212890812	0.285761596076
a46	0.0494583233857	0.113547980236	0.207117821235	0.244189496937	0.385686367359
a8	0.0208699388619	0.177309676745	0.229541220412	0.423089782312	0.149189375786
</S>	0.012317542531	0.175211773372	0.198855045206	0.520772641156	0.092843014893
