 	Marika	è	che	si	sposa	domani	</S>
a27	0.015188589254	0.012747887135	0.453136785	0.47953236	0.0145224525815	0.0191658766212	0.00570603031349
a37	0.0171416852847	0.00885873880167	0.668558175	0.260521201333	0.0156613458605	0.0235523090404	0.00570654668643
a31	0.0089467032949	0.00980368383389	0.798655815	0.161948175111	0.00636288968083	0.0122394654538	0.00204330242741
a11	0.034526257765	0.156019984845	0.617276251667	0.175855555037	0.00414756595428	0.0112601527583	0.00091431309247
a31	0.0511137205883	0.293195224948	0.507198183889	0.132756225679	0.00363241464143	0.0117061020194	0.00039818274159
a37	0.0488278798628	0.212275384983	0.49227251463	0.10936820256	0.0775078948705	0.0595881874398	0.000159936301297
a31	0.0662323316209	0.119729518328	0.33885302821	0.13985665752	0.144621564957	0.156247459147	0.0344594121104
a6	0.0804775185403	0.0698404374427	0.20502831107	0.18154818584	0.217286878319	0.170409489716	0.0754091657035
a20	0.0650122925134	0.0339252211476	0.105078294023	0.15327085428	0.22389390944	0.109272432239	0.309546995235
a31	0.0528500158378	0.0364464987159	0.0801311516743	0.12948466376	0.16856216648	0.131489869746	0.401035615078
a20	0.0791693886126	0.068552650572	0.110223575558	0.137026124587	0.17894415216	0.176826296582	0.249257821693
a31	0.0782081045375	0.081791973524	0.101312675186	0.0795158068623	0.162116514053	0.159866158861	0.337188773898
a0	0.0894999265125	0.0954616178413	0.0958196317287	0.0540490209541	0.167159094684	0.169141092954	0.328869597966
a20	0.115909262171	0.13780348928	0.112930890576	0.0457337069847	0.186128018228	0.226524507651	0.174970090655
a31	0.076372726057	0.108274225427	0.070417093292	0.0230034575949	0.129802813976	0.18993929255	0.402190361552
</S>	0.0395887060285	0.0583148912135	0.036768131296	0.0121004766974	0.067794583838	0.114111706275	0.671321500776
