 	da	da	un	famoso	poeta	</S>
a31	0.0280670865	0.034801585	0.44698680739	0.0375080550077	0.45261762	1.8793984337e-05
a37	0.0565728398333	0.0942677663333	0.317011120723	0.0380299906359	0.494097566667	2.06911048457e-05
a31	0.0633486609444	0.110006195778	0.274087652874	0.020072633512	0.532476058889	8.79851341073e-06
a28	0.213840091315	0.0761725222593	0.197926016925	0.0136521581873	0.498405188796	4.05892453241e-06
a31	0.507554540438	0.0669025457531	0.172318219375	0.0120016767458	0.241220448765	2.6056183908e-06
a20	0.597185670146	0.050359550251	0.182675133525	0.0124874504486	0.157278412922	1.37956746769e-05
a13	0.415240685382	0.0735460567503	0.382193544508	0.0535399936829	0.075415340974	6.43618768923e-05
a39	0.210155378461	0.0820204022501	0.491679234836	0.139379551228	0.0760492553247	0.000716136568964
a31	0.108708286487	0.05380160575	0.361856464945	0.308643883743	0.112619663442	0.0543700682897
a35	0.0620215994957	0.07071734025	0.269898714982	0.332227727914	0.189987847814	0.0751467674299
a31	0.0437222589319	0.0789787034167	0.222123496661	0.256334155971	0.235938002605	0.162903400477
a17	0.0297081964106	0.0982126611389	0.134755323887	0.231117965324	0.298315700868	0.207890163492
a31	0.0256470496035	0.11148066038	0.100413079296	0.174994805108	0.348934630289	0.238529784497
</S>	0.0158768270017	0.07462598019	0.061719506648	0.173641277554	0.329933440144	0.344203002248
