 	mia	figlia	vuole	andare	</S>
a46	0.0189314545	0.489333145	0.066543435	0.12541682715	0.299775055196
a31	0.016491666	0.192789182667	0.144310345	0.338163425717	0.308245332399
a7	0.249682896167	0.101777431889	0.153192280333	0.375277908572	0.1200694688
a20	0.392253415389	0.159987597296	0.105760385444	0.292570412857	0.0494281724333
a31	0.288633888463	0.324622139099	0.114691289815	0.254665532619	0.0173871417778
a46	0.204211941821	0.2938858747	0.108544901272	0.386807695873	0.00654957832593
a31	0.116797094274	0.139648676567	0.151276947091	0.583150998624	0.00912624570864
a46	0.0769856110913	0.0767684328557	0.161454192364	0.631710766208	0.0530809625695
a31	0.0426694453638	0.0316778192852	0.121947030788	0.634981288736	0.168724400857
a11	0.0890893151213	0.0261943590951	0.117995376929	0.585026029579	0.181694918952
a3	0.128366621707	0.029490513365	0.118208536976	0.61050120986	0.113433101651
a31	0.0801607490023	0.0194251117217	0.078790766992	0.511072743287	0.310550577217
a27	0.167879234767	0.0313473991739	0.093619905664	0.362795137762	0.344358283739
a0	0.211761699922	0.0411039463913	0.116647338555	0.420665429254	0.20982156258
</S>	0.129548332461	0.0306930631957	0.0956379642775	0.501238264627	0.24288234629
