 	non	ci	dimentichiamo	mai	</S>
a31	0.0127760745	0.136047952	0.43959954	0.4113544325	0.000222003037599
a20	0.204029830833	0.131009322	0.2212197468	0.4435004375	0.000240670709866
a31	0.266970639011	0.183101010667	0.167856229067	0.381973139167	9.89739921053e-05
a11	0.397966541737	0.137557720222	0.149197793956	0.315242653056	3.53232007851e-05
a20	0.571648713912	0.151924256741	0.0954230255853	0.180735624352	0.000268430635528
a31	0.341168007971	0.20287882558	0.0917177201951	0.318554774784	0.0456806851952
a11	0.219472539324	0.22734912186	0.104041331732	0.387248524928	0.0618884788317
a31	0.162697039775	0.199080447287	0.104060368244	0.300323444976	0.233838693377
a18	0.109299006592	0.194721755762	0.124897810415	0.278134124992	0.292947252126
a42	0.088880387264	0.176713985254	0.127363764805	0.219690704997	0.387351095042
a31	0.0346819598213	0.103689810418	0.068744698935	0.147803411666	0.645080088347
a18	0.0387153989404	0.184082202139	0.107036935645	0.219751757222	0.450413686116
a31	0.0360896494468	0.22155504738	0.121065507215	0.279479212407	0.341810572039
a39	0.0381301462823	0.23690511246	0.129970507738	0.292271764136	0.302722464513
a31	0.0386863445274	0.23846111082	0.134214805913	0.305439721379	0.283198028671
a20	0.0315588589425	0.244302073607	0.118645485304	0.328152273793	0.277341316224
a39	0.0339321313142	0.306224904536	0.158393465101	0.379699091264	0.121750405408
a31	0.0163260040047	0.219009005512	0.133075256367	0.296822683755	0.334767051803
a14	0.0210000095682	0.214730682504	0.110512210122	0.269446257918	0.384310840934
a46	0.0254366271894	0.304158507501	0.153813376707	0.358603489306	0.157987992311
a20	0.0125492780631	0.321765075834	0.159620805569	0.392106689769	0.11395815377
a31	0.00529081933103	0.225812175611	0.102032338523	0.272788850256	0.394075829257
</S>	0.00276388513052	0.120688673305	0.0570968742615	0.141496405628	0.677954164629
