 	avete	cucinato	le	verdure	</S>
a39	0.560147735	0.00011142956	0.268454533162	0.0202321831671	0.151054137966
a31	0.2291954631	0.000267235286667	0.598275824387	0.0203106678457	0.151950827555
a35	0.355373532467	0.0368158284556	0.549025850129	0.0072013001719	0.051583512205
a31	0.688158694156	0.0515967361519	0.220970674376	0.019187642824	0.020086255855
a20	0.677390364719	0.076093165384	0.188109210459	0.0487838362747	0.009623410085
a31	0.64436218824	0.0950942427947	0.181722395153	0.0754116754249	0.00340945212833
a20	0.67475120608	0.0763981769316	0.158708580051	0.0776278818083	0.0125141226761
a39	0.58412014536	0.0859062973105	0.20835055335	0.0682356472694	0.0533873685587
a28	0.402429058453	0.180718562437	0.287704297783	0.0703859424231	0.0587621438529
a31	0.193144842818	0.305238404146	0.378192099261	0.0582297858077	0.065194858951
</S>	0.117837541409	0.335993042073	0.405254799631	0.0444046604039	0.0965099494755
