 	questo	muro	vuole	uno	specchio	</S>
a31	0.00042300391	0.0748876179285	0.86354038	0.058895731	0.00224488684268	8.34438084435e-06
a24	0.00586119577667	0.169006962643	0.63449339	0.115473297	0.0751505771809	1.45329629481e-05
a31	0.00774082557889	0.156154085214	0.610773506667	0.127322070667	0.097998442857	1.1034723202e-05
a41	0.23159043518	0.0866721294047	0.524143053556	0.0872786352223	0.0703088930823	6.85465395327e-06
a39	0.45874514506	0.106590989802	0.236824340519	0.118385188407	0.0794383526941	1.59920159844e-05
a43	0.590273431687	0.094865618934	0.132192441506	0.120652676136	0.061986650898	2.91938859948e-05
a24	0.703505710562	0.0444116766447	0.0724334171687	0.0907842053787	0.0829565036327	0.00590853550766
a37	0.762182603521	0.0208427678816	0.0523914457229	0.0784055351262	0.0766866865442	0.00949097066922
a20	0.849422401174	0.0171015126272	0.0488134579076	0.0392228777087	0.0380296865147	0.00741003538974
a41	0.787178333725	0.0224753678757	0.0607535286359	0.0395122145696	0.0789160178382	0.0111645337966
a18	0.678746394575	0.0272695119586	0.066956861212	0.0504120075232	0.154546312613	0.0220689272655
a31	0.742118381525	0.0192022952862	0.0448982782373	0.0363216984411	0.125399147204	0.0320602204218
a11	0.635726543842	0.0340073383954	0.0321022655791	0.076167798747	0.192802452068	0.0291936371406
a31	0.398825257947	0.0397010812318	0.030083382193	0.0911284499157	0.275167550689	0.165094317047
a29	0.290802012649	0.0473254955106	0.030391947731	0.106350430305	0.31617576023	0.208954410182
a7	0.153617659216	0.0602304018369	0.033620263577	0.136988213435	0.447575916743	0.167967594561
a31	0.162234731405	0.0343952126123	0.026103329859	0.0770052618117	0.376217315581	0.324044168187
a37	0.166404350468	0.0434243028708	0.028079396953	0.0847760546039	0.384610908527	0.292704992729
a31	0.074653488156	0.0450079231903	0.023039428651	0.0866714515346	0.402903876176	0.367723834243
a20	0.0433065663853	0.0445491166301	0.020515067217	0.102604560512	0.402649852059	0.386374851414
</S>	0.0391765066926	0.0651070183151	0.0270825146085	0.158091595256	0.51139992603	0.199142460707
