 	l	ho	sentito	che	viene	</S>
a34	0.0068093423	0.0031639991555	0.9025369	0.07488337125	0.00896259476374	0.00364374532109
a46	0.00919276933333	0.00485033735183	0.892382986667	0.0798895384167	0.0100402846212	0.00364396067862
a41	0.0144497160111	0.0127780502506	0.929784528889	0.0335118774722	0.00826074290707	0.00121503513319
a19	0.082963525337	0.0384458410835	0.64984752963	0.0561750891574	0.171720216969	0.000847858479797
a31	0.103888118779	0.0503043823612	0.260169516543	0.0669307060525	0.460475772323	0.0582315412599
a20	0.0602851539263	0.0447831854537	0.105005430848	0.0747743116842	0.633918907441	0.08123301292
a31	0.0414734122088	0.0357853031512	0.0614285172827	0.0819337682281	0.703820185814	0.07555881014
a24	0.0709476876363	0.0398345190504	0.0485333274276	0.131330963743	0.637656205271	0.07169730358
a31	0.0808889412121	0.0411761890168	0.0457597841425	0.150188078914	0.62191804509	0.0600689847267
a23	0.0858746157374	0.0363596110056	0.0397291432475	0.153531463971	0.627210938363	0.0572942675756
a20	0.107180343579	0.0422711136685	0.0167232283825	0.198300444657	0.606817126121	0.0287077958585
</S>	0.0871210142895	0.0408270968342	0.0113718948413	0.182148407329	0.654934498061	0.0235971439293
