 	e	che	cucino	</S>
a31	0.99061658	0.0093495552	6.1393644948e-06	2.76662645e-05
a24	0.98999376	0.00999391173333	2.04767019338e-06	1.02435827963e-05
a31	0.993940563333	0.00605528904444	6.83157442643e-07	3.4734330051e-06
a11	0.997317197778	0.00268135878148	2.28555872694e-07	1.22378896837e-06
a46	0.994234899259	0.00575310956049	5.76467069778e-07	1.14067988461e-05
a41	0.947461299753	0.0508955751868	0.000551028036757	0.00109208024728
a20	0.770963999918	0.173772235062	0.0356685302456	0.0195951971491
a36	0.496588066639	0.233868968354	0.177805435082	0.0917374657164
a31	0.23993101288	0.142739317518	0.222868285027	0.394461345239
a46	0.277043661627	0.143894037239	0.131018853342	0.44804342308
</S>	0.429850430813	0.21486289362	0.101675964171	0.25361067354
