 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.8386737	0.0336002325	0.001768829985	0.000387529495	0.02202715645	0.01608165218	0.0874608991451
a46	0.565943493333	0.0228151561667	0.00207745916167	0.00364902305167	0.02901140515	0.28564183506	0.0908616510484
a31	0.243914920778	0.0124146353889	0.00101362124489	0.00461708908722	0.0172261155945	0.365428456953	0.355385191683
a17	0.276942086593	0.10140516213	0.00197341890596	0.00430644743241	0.010023015076	0.161927467584	0.443422412894
a37	0.333392885531	0.12949970761	0.00347654523532	0.0062502463108	0.0213968320253	0.354058159195	0.151925606798
a31	0.46319914851	0.0516144174367	0.00302471221177	0.00471097833693	0.0263935073418	0.397579934398	0.053477311866
a39	0.471757434503	0.0250448009789	0.00262552493726	0.00347743867898	0.0225175207806	0.452136359466	0.0224409520553
a31	0.293903089834	0.0153604598263	0.00542052931242	0.00425242839299	0.0515990332602	0.608533873155	0.0209305870184
a37	0.228867101945	0.0151507692754	0.0151812777708	0.018193962131	0.0753822877534	0.596427444385	0.0507971516728
a31	0.105348635315	0.0122135264251	0.0232711969236	0.028566881377	0.0786662309178	0.660790348128	0.0911431622243
a46	0.0643845524383	0.0220113218084	0.0869579766412	0.0939271221257	0.135229048639	0.517545289376	0.0799446724081
a31	0.0353129677794	0.0224150203028	0.111323424547	0.125505186042	0.161762331546	0.378753136459	0.164927952469
a46	0.0240693482265	0.0201703098009	0.132152277182	0.140157604014	0.189703432515	0.307040182153	0.186706885323
</S>	0.0297711941133	0.0283676549004	0.191277723591	0.191651662007	0.240186051258	0.222679746076	0.0960660144115
