 	ancora	non	mi	sono	vestito	</S>
a8	0.0210431705	0.023512377	0.92205975	0.000385530605	0.007928376233	0.025070840516
a31	0.0216670536667	0.019350501	0.829812763333	0.000348695514	0.102912197411	0.0259087778387
a10	0.211879992722	0.0432491103333	0.515360563111	0.0194411017303	0.197461225804	0.0126079894462
a31	0.316020394241	0.0767782301111	0.31615950637	0.0258897711501	0.236806211935	0.0283458899821
a18	0.32665724808	0.0879883933704	0.26123472879	0.0498766609567	0.243701420645	0.030541571484
a31	0.434399002693	0.208248221123	0.128107537597	0.0598734505856	0.159007102215	0.0103646858747
a20	0.353904370898	0.257978905708	0.108037227199	0.0572983904619	0.217736152738	0.00504493094823
a31	0.244350620299	0.198948010569	0.140635735733	0.080693410154	0.321465710913	0.0139065117494
a13	0.1659216391	0.154174556856	0.164832521911	0.104187960051	0.380477613638	0.0304057235831
a35	0.115898185367	0.098971028952	0.175644397304	0.15599794335	0.418407464546	0.0350810125277
a39	0.108358319789	0.090559282984	0.148933949101	0.223560451117	0.397574531515	0.0310134641759
a46	0.0814243079297	0.0717602829947	0.1080141697	0.286450347039	0.421207720505	0.031143181392
a31	0.0474925688766	0.0439578826649	0.0721937262333	0.231152382346	0.333715133502	0.271488347131
a20	0.0433557225255	0.032107108555	0.0544497430778	0.231741190782	0.272140027834	0.366206232377
a31	0.0406818527418	0.025890855185	0.0405462753593	0.273165560261	0.269153779278	0.350561714126
a39	0.0373960994806	0.0197927737283	0.0328462124531	0.31447820342	0.260262079759	0.335224664709
a31	0.0361930905269	0.0176862684761	0.030074261251	0.356782677807	0.264578603253	0.294685114903
</S>	0.0188614813135	0.00962974858805	0.0168271997755	0.320478753904	0.236260766626	0.397942057451
