 	siete	cucinato	</S>
a20	0.507303814	0.01076330555	0.481932956079
a31	0.197189336	0.26563310085	0.537177642026
a18	0.414235167333	0.351278530283	0.234486328429
a21	0.795532255778	0.126059311428	0.0784083824797
a37	0.929621218593	0.0439372738093	0.0264414461432
a21	0.729500806198	0.0952299899364	0.175269152114
a31	0.347133404066	0.204205453312	0.448661104038
a18	0.148538228689	0.423680791104	0.427780951346
a31	0.0681467577297	0.497325957035	0.434527247115
</S>	0.0378702131148	0.388274118517	0.573855623558
