 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
a31	1.4051128e-05	0.02190186751	0.3218409715	0.000466534865	0.578113155	0.0276276397	0.0483605557565	9.633561176e-05	0.00157885922906
a46	5.87313613333e-05	0.0384810528367	0.3293554305	0.001129747675	0.552969871667	0.0273906086333	0.0488451018855	0.000189098880587	0.00158029596502
a31	0.000211622217111	0.0311969052789	0.1696964035	0.002140215925	0.733322057222	0.0213735856111	0.0404634339285	0.0010669392202	0.000528799405373
a27	0.047252165349	0.0462431377596	0.133775411167	0.164967553108	0.549347199074	0.0196738416704	0.0372338779128	0.0013290684034	0.000177756130624
a41	0.080842921783	0.0891153159199	0.093171464389	0.442495294369	0.273614679691	0.00753574772347	0.0125820697809	0.0005193887598	0.000123098250675
a1	0.0811810139277	0.07304780564	0.041085820363	0.659932531456	0.13706141823	0.00305906632449	0.00432487312263	0.000189193049933	0.000118228496892
a21	0.263830054643	0.0296890942133	0.0150683283877	0.633305417152	0.0551429757433	0.0012356755915	0.00156218771988	7.46843309777e-05	9.15431222973e-05
a31	0.569334581548	0.0172290510711	0.0155860144959	0.359603431051	0.0253352884811	0.000877019263833	0.00268088259663	0.00841325198999	0.000940478857432
a13	0.496624705849	0.0185799676904	0.022215841832	0.313835709017	0.12760135806	0.00496683105461	0.00365373219888	0.0112051780633	0.00131670053248
a31	0.245768847283	0.0152449011301	0.0253798682773	0.296213683006	0.187407532687	0.0114250536849	0.0622124143996	0.115635559421	0.0407121496242
a41	0.151389437428	0.0197276439434	0.0298652517591	0.309670527669	0.187831274229	0.015662397895	0.0814936849999	0.150429730677	0.0539300427314
a35	0.0723628988093	0.0398236226478	0.0508673205864	0.39369846589	0.290859468076	0.034924285965	0.0419758695333	0.0520218800957	0.0234661947671
a31	0.0778990109364	0.0418347048826	0.0979231035288	0.30653326863	0.276568966025	0.0542994919883	0.0396097868444	0.0405122970319	0.064819392589
a14	0.0805395516455	0.0581055489609	0.126557517843	0.280160079543	0.263078432008	0.0554601123294	0.0263975336148	0.0348605869306	0.074840659863
a28	0.0378107005485	0.0740083496536	0.124495442614	0.264326666514	0.300854337336	0.0953907841098	0.0490830432049	0.0150744295635	0.0389562862877
a31	0.0335704701828	0.0483476018845	0.110659012205	0.212205988838	0.221298595779	0.116341180037	0.0749383590683	0.0658445438545	0.116794286096
a0	0.0348831663943	0.0578682492948	0.104618325402	0.226188006279	0.236512171926	0.081589608679	0.0469676580228	0.0794237726782	0.131949033032
a31	0.0187415927981	0.0578533070316	0.0863359118007	0.195259162093	0.231823769975	0.0910348895597	0.0949124030076	0.0986411956194	0.125397732011
a46	0.0188983575994	0.0414173946105	0.0609965029336	0.232165940698	0.221934822658	0.0869193651866	0.109911234436	0.10500601964	0.122750350837
a17	0.0193677115665	0.0586875998702	0.112213539978	0.241168045233	0.239197337553	0.0713140670622	0.155374004912	0.03880531598	0.0638724004457
</S>	0.0115635428332	0.0664701749351	0.166481779989	0.147019355116	0.179948483776	0.0843174485311	0.254607602456	0.02509002549	0.0645016202228
