 	avete	cucinato	le	verdure	</S>
a20	0.638494715	0.000113999095	0.212734333162	0.0357154331671	0.112941507966
a31	0.310231920667	0.000633124128333	0.410040544387	0.0363711795557	0.242723202655
a37	0.326045025889	0.0105400750428	0.341290064796	0.109833518352	0.212291325952
a10	0.558645501963	0.0199678093476	0.176092784932	0.172384142784	0.072909773684
a20	0.619949263988	0.0404482864492	0.199184374977	0.115369326261	0.025048743808
a28	0.638021084663	0.0687736238164	0.199035848326	0.0828879457537	0.0112814978827
a20	0.546740018221	0.107951242939	0.244119179442	0.0903294302512	0.0108601154609
a33	0.35837417274	0.17517330098	0.363676223147	0.0877982500837	0.0149780146536
a8	0.209662012247	0.23021205366	0.454300117716	0.0849894233612	0.0208363758845
</S>	0.132004553124	0.24937277683	0.499188788858	0.0957334916806	0.0237003984422
