 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.01929002975	0.00838432501	0.0123014725	0.0528312015	0.79749325	0.109430778	0.00026892951986
a20	0.0192915150833	0.00323759931	0.0893367091667	0.0571842201667	0.56645319	0.264022752667	0.000473994743287
a31	0.0211973024611	0.00221468520333	0.118398377056	0.0905867270556	0.359327296667	0.407911384222	0.000364198756362
a37	0.14178777492	0.0222143142011	0.120854733019	0.133278790685	0.250926206889	0.330724904741	0.000213264874054
a31	0.192829534973	0.0661029014004	0.115601222873	0.118512356062	0.126403981963	0.38037353158	0.000176472204685
a30	0.0967066416577	0.352899417133	0.0470664378243	0.058970218854	0.079600907921	0.36467921806	7.71782532283e-05
a13	0.0874731972192	0.575260705711	0.0694437676081	0.108469350618	0.0321505022403	0.127154275887	4.81941087428e-05
a20	0.0878569457397	0.452951395237	0.113672459203	0.257381393539	0.0242203987468	0.063732097629	0.000185319688914
a41	0.0670943719132	0.330286885079	0.114007514734	0.40791207118	0.0262210399156	0.054005951543	0.000472223929638
a33	0.0500633946377	0.250513095026	0.108735274911	0.433130870393	0.0377660336385	0.118789479514	0.00100190587655
a31	0.0299155508792	0.334894088342	0.0869344999703	0.323134603464	0.0490759938795	0.153976039838	0.0220692445922
a41	0.0311135189597	0.319147019447	0.107111623323	0.235324777821	0.0895784266265	0.186590636613	0.0311339915307
a0	0.0430173109866	0.130057548482	0.155795541108	0.170128282607	0.186707515542	0.276260155538	0.0380336508436
a31	0.0291967209955	0.140278444827	0.122333325703	0.182967824202	0.211455348514	0.224973195179	0.0887951352812
a24	0.0275485096652	0.135226026342	0.111515980568	0.183722412734	0.188673482838	0.25937447506	0.0939390907604
a31	0.0269079218884	0.0691328701807	0.101817244856	0.113605867578	0.161293906279	0.271765861687	0.255476322587
a20	0.0291668292961	0.0465522418936	0.0942865562853	0.0831166728593	0.145426617426	0.296892190562	0.304558886862
</S>	0.040788319648	0.0248097586968	0.124138368143	0.0572410989297	0.167494848713	0.420514495281	0.165013087431
