 	stava	ancora	cucinando	</S>
a8	0.243134067	0.486621755	0.258170455	0.0120737607616
a46	0.525155062333	0.213346525	0.249409468333	0.0120889852929
a24	0.781954644111	0.0912219116667	0.122473319444	0.00435017506997
a37	0.860152124704	0.0452414708889	0.092780623148	0.00182578433666
a20	0.896708894901	0.026712064963	0.0758973543827	0.000681647393553
a31	0.945773331634	0.012629756221	0.0413140157942	0.000282875479184
a37	0.960147943878	0.007528733307	0.0307267305981	0.00159655080639
a31	0.875295381293	0.007365449769	0.0546367011994	0.0627023951355
a20	0.604095440431	0.0592617475897	0.2416080604	0.0950346940452
a31	0.29551822581	0.0782373511966	0.365533650133	0.260710747015
a6	0.151425317603	0.136364465732	0.406270493378	0.305939711672
a31	0.0877521688677	0.153753971244	0.409982677793	0.348511189891
a20	0.0669932992892	0.185338303081	0.386155472598	0.361512945964
a46	0.0635350124297	0.227694287694	0.535022440866	0.173748251321
a31	0.0377256618099	0.112222291398	0.431962216955	0.41808981044
</S>	0.031012133405	0.058665743949	0.237541038477	0.67278108022
