 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.5103879185	0.0002457693965	0.282333378	0.0191817618	0.0644997234	0.11133751348	0.0120139590276
a31	0.1908703236	0.0004282679755	0.424197962667	0.0316305718	0.0852651078	0.152190667827	0.115417102009
a0	0.3184227463	0.0044382606585	0.301276294222	0.0355442058667	0.0697955446	0.118343249276	0.152179688336
a20	0.393804663767	0.0060147077195	0.367378168074	0.0418405072222	0.0526301235333	0.077181678092	0.0611501512187
a31	0.201009919589	0.00395025323983	0.638435482691	0.0571707784074	0.0349065851778	0.043611703364	0.0209152701462
a13	0.163521063196	0.00316672271328	0.49284764423	0.208648072136	0.0407005143926	0.083729896788	0.00738606147073
a38	0.171037444399	0.00160278615443	0.18049853141	0.423019484045	0.0586799681309	0.162514012263	0.00264776741224
a31	0.3759331648	0.00086824667481	0.0630692565367	0.326629800682	0.0569540560436	0.166296687421	0.0102488199374
a20	0.392525010933	0.00152938716494	0.0255846232456	0.195063392894	0.0727266140145	0.29390617914	0.0186648089791
a31	0.156057502311	0.00297683798831	0.0164729787485	0.157638577631	0.0977028696715	0.516286759713	0.052864468993
a20	0.079193738437	0.0228436426628	0.0410548275828	0.139868145877	0.105992281557	0.547028453238	0.0640189286643
a33	0.0392157618123	0.0978901375543	0.121031111194	0.139935937292	0.0981547471857	0.454908631079	0.0488636652214
a31	0.0254452332708	0.109035906518	0.133641852398	0.0818644244307	0.0595680237286	0.301311593693	0.289132968407
a28	0.0275679797569	0.128623619506	0.127688359466	0.0562431431436	0.0609750892429	0.248951254564	0.349950578369
a31	0.0240370274523	0.156655203169	0.134409163155	0.0648655260479	0.061721076081	0.273597784855	0.28471424169
a0	0.0210023243508	0.19183657439	0.144952381052	0.0659424766826	0.0636610733603	0.250729208285	0.26187597223
a31	0.0192114549503	0.225021434797	0.160073587017	0.0785304702275	0.0646253027868	0.253487552762	0.19905019241
a3	0.0198161208168	0.251449711599	0.168338379006	0.0815718200758	0.0671388875956	0.233772584254	0.177912493003
a31	0.0196027297723	0.273217083866	0.178493553002	0.0839446100253	0.0680177025319	0.230532904751	0.146191409868
a46	0.0236998900908	0.267588184622	0.175448944334	0.0841791006751	0.0747506875106	0.238394934917	0.135938253723
a31	0.0250144379969	0.268258561541	0.179429878111	0.0874919775584	0.0770638858369	0.240411668306	0.122329581674
a39	0.0315383579656	0.244889210514	0.170344286037	0.0934426291861	0.076983235279	0.263725846102	0.119076420558
a35	0.0379429936552	0.286473070171	0.212700332012	0.0664149797287	0.0988835417597	0.242557238701	0.055027856186
a31	0.0203683792184	0.268782530057	0.225089920671	0.12125276991	0.0696218449199	0.1948327829	0.100051811395
</S>	0.0146514121092	0.222621475028	0.200909165336	0.178520744955	0.04889017396	0.18070182145	0.153705240697
