 	il	dito	si	gonfiò	</S>
o	0.632890461454	0.0199968634535	0.0059654793992	0.025747983004	0.315399244914
d	0.19912154176	0.415979193332	0.05203334344	0.319453867966	0.0134120381873
à	0.0448334468343	0.379144656966	0.14137772862	0.41697542944	0.0176687388032
t	0.100624659941	0.641061417054	0.0342743413	0.213730583207	0.010309042961
t	0.27677321102	0.2322016762	0.17665700788	0.279988725971	0.0343793677731
i	0.3160774034	0.5114266476	0.0959966314	0.005137290367	0.0713619823184
l	0.117451919645	0.410107681814	0.255230916	0.2018200448	0.01538942604
o	0.0171898098088	0.2773485304	0.4085503843	0.2790730134	0.0178382753
è	0.031686239836	0.13929899714	0.620268152	0.1547983598	0.05394822692
p	0.000168146922207	0.272039486226	0.26113773016	0.444557908	0.022096730352
r	0.05701410508	0.16303376084	0.2631921002	0.4655284444	0.0512315981
i	0.15830077017	0.14125110888	0.268812899	0.349595165206	0.08204004613
m	0.00576451189171	0.0195944531288	0.1806848642	0.251360488	0.542595682
m	0.0105394249914	0.06579723892	0.3517531629	0.510172372	0.061737798
è	0.0934170368889	0.09206134853	0.20597122208	0.4075647332	0.200985628855
n	0.00328911027793	0.057466222073	0.088787585	0.3079101912	0.54254689
o	0.161364834271	0.12525710114	0.124891897	0.434937396	0.15354876186
</S>	0.0025080046873	0.00735854395134	0.0355612206	0.0965241192	0.858048128
