 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.622214263389	0.021299138688	0.016387827832	0.018040162288	0.0171509510086	0.03717537952	0.00877082550982	0.00314840987139	0.0533490575358	0.202463964274
a	0.454853271014	0.50991322586	0.00699701287	0.0038441915534	0.000913799967	0.00626777020189	0.000388144023217	0.000684486263614	0.000244415806792	0.0158936759925
d	0.304546769632	0.635511862	0.01446948084	0.00723369806178	0.0044050924126	0.0100619916667	0.000553921086861	0.000885553977305	0.000367460925034	0.0219642030791
e	0.114438052236	0.4048477772	0.2011608686	0.104012173866	0.0401466746504	0.0162991790566	0.00975434670994	0.00924118138535	0.051066386358	0.0490333442427
r	0.094702210484	0.692894762	0.1291357056	0.066551701026	0.011615123414	0.0020476366858	0.00014033079145	0.0003181949203	0.000680912205025	0.00191339162769
f	0.041480593262	0.3917331218	0.2201277348	0.13510685452	0.024513356964	0.005765306534	0.00396283436919	0.00696540827272	0.0653438576738	0.105000930002
ì	0.2394534652	0.4704179952	0.1496071481	0.10918347846	0.0092646108486	0.0181094669975	0.00246026047205	0.000231203826976	0.000112351335735	0.00116004333957
m	0.0916443774	0.50331877	0.283567676	0.05902836971	0.0408629873604	0.0202640182336	0.000201474841601	0.000278938900322	3.71129356208e-05	0.000796272394433
m	0.06614175112	0.33808138	0.20819410102	0.04110321908	0.018035786722	0.132125339961	0.00162883365036	0.0267328345449	0.132667506657	0.0352892375714
u	0.06509306856	0.3184823754	0.3157945964	0.08350432972	0.03025774126	0.044382632576	0.00244761625255	0.0109947528792	0.0025674376434	0.126475437919
f	0.0893744443373	0.0958883502	0.4674194276	0.2391074424	0.070602371	0.0214519693708	0.00149622504492	0.0055560412102	0.00258115835382	0.00652256528969
è	0.031230565484	0.0709047176	0.383216055954	0.27849314192	0.02893884364	0.0113236992	0.00908255444465	0.0334383265472	0.132886303494	0.0204858090026
t	0.00312862090888	0.01773904924	0.472305026	0.2854403224	0.10618159256	0.10629777096	0.00349291580815	0.00466714452616	8.00369380678e-05	0.000667496869624
i	0.0198328111618	0.05545393744	0.1832166288	0.3900881118	0.0651689966	0.07903667806	0.00470417330533	0.0359674619974	0.123717900664	0.0428133028377
p	0.0104073573073	0.0281327137557	0.2137740742	0.415510076	0.287071316	0.0292115368	0.006817591722	0.007448854552	0.000497476462928	0.00112905419057
ò	0.024255853871	0.019256552844	0.126624499	0.533210212	0.0675379646	0.02868104626	0.0109089254517	0.078995866686	0.0844805833826	0.0260485219608
r	0.000169677080401	0.001253022034	0.1723138534	0.4881619598	0.126045028	0.04012661776	0.0241204196388	0.145318022078	0.00114383399734	0.00134757723206
k	0.0167332198933	0.026162289494	0.071569926	0.41247978	0.1703673968	0.11650310686	0.0193307422703	0.029117777976	0.0927320982792	0.045003679397
e	0.126854103896	0.028537990522	0.026571766	0.33081272534	0.149664524	0.24866716272	0.028628903699	0.032551335628	0.01098484968	0.0167266764406
