 	deve	che	entra	da	qui	</S>
è	0.657487222231	0.0314554129504	0.001552514618	0.0208534533952	0.0268835826201	0.261767755797
n	0.3025518853	0.4180099727	0.251494765547	0.0182436507397	0.00917191207097	0.000527821548598
g	0.236568926831	0.1973359032	0.3339412616	0.210913285435	0.0112164819765	0.0100240657395
h	0.0635453592	0.682832568	0.163623036579	0.0817205833914	0.00224582153402	0.00603258246742
i	0.1955075166	0.61971617	0.134599825892	0.0054874565668	0.0008719258392	0.0438170476366
s	0.124938206181	0.5326199756	0.2831801794	0.04440079614	0.00822703765478	0.00663380533944
e	0.006629369406	0.4474160488	0.3576282964	0.154097003266	0.0322480997928	0.001981207814
n	0.0169566690676	0.267097836	0.490528484	0.1934256264	0.0142115960932	0.0177797642578
a	0.010974297738	0.13911009552	0.3797300294	0.25942229086	0.160936983536	0.04982628832
m	0.00924791796422	0.06918982536	0.4121562116	0.424489092	0.06420198308	0.0207149929135
b	0.012912470284	0.0516082942	0.27710126386	0.4505204688	0.1955085549	0.01234894898
i	0.09857743194	0.3067827012	0.223799844312	0.239112534	0.09825723928	0.03347021284
a	0.0321487183038	0.0222881981846	0.24113200952	0.3733558204	0.097742931	0.23333228548
p	0.0013745577508	0.0042605930752	0.25076999346	0.3113048529	0.4037223856	0.028567608648
ò	0.006506648718	0.0229171959732	0.2406246836	0.197380287	0.502649458	0.02992172336
t	0.000535681562672	0.00134926572442	0.0875256999108	0.24335263712	0.618940732	0.0482959158
t	0.00892086580006	0.0151703757438	0.1133787472	0.1894304948	0.58689674	0.08620278354
ù	0.0463396545592	0.08908995522	0.0217599486	0.08581936106	0.552642802	0.2043482307
</S>	0.000358181384835	3.86590576864e-05	0.00366488044367	0.0229150982112	0.27511669	0.697906468
