 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.613372355381	0.0669731679642	0.037436862647	0.006255231155	0.0235919083998	0.00417731446433	0.248193168065
i	0.684832126	0.1657292098	0.083320972019	0.0433133545736	0.0046039658322	0.00950874550239	0.00869166368896
k	0.3482639436	0.512211676	0.104949972746	0.0084372619204	0.0043979888132	0.000730742647186	0.0210084648964
à	0.10367672552	0.237510372	0.2998366578	0.155667355187	0.047297252462	0.131900784592	0.0241108804452
n	0.04112161693	0.786865548	0.1374720464	0.0055006098188	0.002960929938	0.0089283011	0.0171509652965
n	0.06470593565	0.32335870518	0.12530876178	0.009869388566	0.028976433968	0.366073498381	0.0817072565092
i	0.2402272464	0.408993718	0.20048816766	0.0885372836	0.029487873788	0.0119256790256	0.0203400388009
e	0.106963661074	0.1485644734	0.64191926	0.059112450869	0.013882821108	0.0102770910461	0.0192802312797
A	0.002049259879	0.03196489706	0.7344861068	0.03535272036	0.0308035785	0.157114884875	0.00822849593522
n	0.011957879456	0.260787303	0.502241618	0.14841124402	0.0504304146	0.013541959508	0.0126295980227
n	0.0181082032552	0.0332700064	0.26069760532	0.1363481508	0.1296625208	0.40208420582	0.0198292960054
a	0.073241048392	0.06119079312	0.1611418941	0.317946486	0.238946816	0.10265156278	0.044881400676
o	0.00658828669245	0.0617432944994	0.2417154371	0.439589200388	0.16641015806	0.063933124132	0.020020487824
s	0.00107333447266	0.0181247609296	0.21253473412	0.24346603316	0.2884993306	0.22640146112	0.00990033689046
à	0.001669179867	0.004626096038	0.056072564412	0.1784121044	0.2638208268	0.457678484	0.03772070476
m	0.00019950328844	0.0157013869662	0.02801790788	0.029379242454	0.607603919	0.2605926292	0.058505413534
b	0.010219628164	0.019894907968	0.027834666352	0.01512374259	0.40808371	0.490952615	0.027890772
a	0.0425607003108	0.0317953825392	0.0804233242742	0.183843633312	0.4676145112	0.1696942644	0.0240682064728
p	0.0112673139853	0.0084873508734	0.126331656638	0.142066247602	0.1208986594	0.358867074	0.232081654
o	0.0648021138718	0.007641270276	0.0198048894052	0.011631490058	0.324274448	0.53789819	0.033947598302
r	0.00195989383688	0.00569973392505	0.0392220952983	0.019501389754	0.1682728444	0.437013568	0.328330478
n	0.0037629609838	0.002751337992	0.00753647889328	0.00202882598	0.140689448	0.76672671	0.07650423854
ò	0.0084269993362	0.0080303804904	0.0075694149784	0.034636637286	0.2914978308	0.50762894	0.142209775
</S>	0.00296649210098	0.00065540811986	0.00113329820812	0.0023916344408	0.029629807871	0.4092883368	0.553935032
