 	non	aveva	dove	aveva	per	stare	</S>
e	0.700109514033	0.0520655644364	0.0088545751588	0.0019041677172	0.006396433652	0.0470193660814	0.183650391779
n	0.66368267772	0.1402220736	0.01364122426	0.033029012232	0.138368757596	0.00970487219098	0.00135139900173
ì	0.15249023548	0.3369432326	0.131646501	0.12520696131	0.09159928929	0.0796009047052	0.0825128163344
c	0.0232103677	0.838664052	0.080177064088	0.0508644256834	0.00311150903411	0.00329547009055	0.000677134024263
h	0.01694039516	0.40843439	0.140777872906	0.15933711927	0.216914464433	0.0509199656875	0.0066757484273
e	0.09841680966	0.531170442	0.214595233	0.1244365548	0.01338849078	0.00115644056716	0.0168360579668
p	0.0233211037797	0.1160715984	0.623978128	0.21363764328	0.01452250854	0.00341089351339	0.00505811138407
u	0.0066286405344	0.0592768601612	0.360844189617	0.1991408228	0.2313877824	0.0168712310883	0.125850469989
ì	0.0108852972377	0.0485144211	0.28988823	0.519450632	0.0974800908	0.026912386573	0.0068689339614
c	0.001605494539	0.03950027146	0.0991272468	0.581679762	0.19215566912	0.0317495661821	0.0541820006986
h	0.0234846961552	0.07711387477	0.08974769588	0.29364106766	0.1931885752	0.265610556216	0.05721352112
e	0.0311206712515	0.029258029002	0.1084426822	0.26037492712	0.383412214	0.1299520886	0.057439398676
n	0.00511167039538	0.0127866165297	0.10977862766	0.23742112128	0.4383846	0.10646273282	0.0900546318
a	0.00374713924948	0.0121338225402	0.06070018134	0.11977046574	0.547220716	0.19262376497	0.06380391628
s	0.00193158916761	0.0178219499877	0.141966064893	0.15121796822	0.290058192	0.29814205172	0.0988621402
t	0.0139496288714	0.0227429297945	0.102267271228	0.10774148648	0.3986705	0.226555929608	0.12807227314
a	0.0089372820688	0.003244713906	0.10821971426	0.02144592148	0.2940152904	0.3861534724	0.17798362992
t	0.00252020876879	0.00664743740954	0.0526853310915	0.033488801006	0.0719137618	0.46640836372	0.3663360952
ì	0.0027168516426	0.026085914264	0.0908471817406	0.06574364218	0.026279530334	0.544101554509	0.24422533816
</S>	0.00326479883165	0.00040393737936	0.0033696628368	0.0030747808792	0.0209864829	0.056267850994	0.9126325
