 	avete	cucinato	le	verdure	</S>
i	0.5654089392	0.0075618819705	0.005051469762	0.03130137237	0.390676361388
m	0.5860374696	0.2644595252	0.147818374192	0.0005656560015	0.00111897604182
a	0.27370812176	0.411972729	0.14165287458	0.127296560365	0.045369756014
r	0.2957460959	0.554135144	0.08865020896	0.0012099139312	0.0602586285334
è	0.24397857536	0.4115042144	0.2641659034	0.0313730487534	0.04897825763
t	0.2541978372	0.7052325724	0.027862182932	0.0033124660112	0.009394948878
s	0.2412997384	0.3016092756	0.3115100748	0.11033460378	0.03524629845
a	0.22745052744	0.256409646	0.47712261614	0.0168298507826	0.0221873950152
t	0.374306390775	0.06343844433	0.423137342935	0.003046616576	0.1360711981
o	0.141768197853	0.0426290514	0.571355118	0.22187963849	0.02236799248
l	0.346461408781	0.03081297794	0.44435037584	0.0103146304	0.168060603248
a	0.0691536225034	0.0287625737	0.481191376	0.37350379006	0.04738861932
l	0.245180678347	0.01388181009	0.47233888952	0.0263753123	0.2422232742
à	0.056706644203	0.01617375174	0.41257023176	0.3119852256	0.20256412966
c	0.0622509998156	0.103601155327	0.07690892775	0.5617235836	0.1955153074
h	0.351947449549	0.0228984013718	0.07717824202	0.542091264545	0.0058846388
a	0.00464467265174	0.031084469612	0.4411590706	0.484911118617	0.03820069458
n	0.00296908429978	0.0249318766717	0.265272832528	0.330642436594	0.3761837848
a	0.0239938157517	0.01682469941	0.33454153734	0.484289088	0.140350847
</S>	0.0234140015808	0.00874299764376	0.076317110506	0.0745959178	0.816929984
