 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
t	0.331952679537	0.176198149074	0.010905881286	0.03451196513	0.0814085288862	0.00792185369	0.00775246663517	0.00977539298983	0.0695454533837	0.0202936326179	0.249733965836
a	0.4369952424	0.3347297679	0.016532633978	0.18125488724	0.00256077565641	0.003529103864	0.000756612988192	0.000213894230832	0.000556805471672	0.00486407215026	0.0180061832727
p	0.40807415994	0.28681841446	0.0337658759896	0.144832380942	0.0639666198399	0.0376058580346	0.00165208809925	0.000393471328193	0.000733370720374	0.000283947482325	0.0218738258622
e	0.307740002721	0.0886913543528	0.23280705	0.218867211014	0.022379032436	0.0358204657654	0.0118967778623	0.00371474948888	0.00961525812254	0.00741288331204	0.0610551968489
d	0.192347166224	0.448286669726	0.12842793066	0.20992951834	0.0128063722964	0.0071120955592	0.00040792674226	0.000117628759205	0.000139188630923	2.13609820849e-05	0.000404127774611
ì	0.126705685861	0.287532839404	0.35240932768	0.06811590216	0.032860749048	0.01927789375	0.0109331932348	0.0257486062553	0.036730893012	0.0290384504206	0.0106464702993
a	0.016254706356	0.12237584944	0.67113754	0.1745239788	0.0078779685	0.0053771540608	0.00145216282252	0.000288505201236	0.00060345418813	1.05024132241e-05	9.81910872891e-05
m	0.0226860661063	0.0463162285704	0.438001382	0.37314143	0.0615851471	0.023475811898	0.00923414858436	0.00912113268778	0.00691951346756	0.00205921009625	0.00745995697449
i	0.04446646426	0.132078715094	0.2842817598	0.2664660522	0.100139671	0.01836717006	0.00855542957	0.0134024242052	0.109858408624	0.0208727819355	0.00151113969
n	0.0501037261885	0.110979213923	0.3494791194	0.3255533948	0.0944309344	0.06215719638	0.003922386062	0.0021248625228	0.00075615500024	9.5827183424e-05	0.000397172162233
c	0.00499624817444	0.097890994352	0.2806998984	0.2093826	0.104315646	0.05244409252	0.00891364414	0.0368042136554	0.115814761805	0.0292388939192	0.059499006693
i	0.13812322969	0.272853814	0.2058790066	0.1162992232	0.073673581	0.1205111138	0.0337227636	0.005190341334	0.010969677892	0.0006553831912	0.0221218965396
à	0.0417679557555	0.108137964821	0.2822141896	0.300893488	0.1497950132	0.09207979592	0.00674296804	0.00254958866	0.0045571883154	0.0001312281882	0.0111305856448
è	0.00182995970909	0.0160582739745	0.41519347	0.2150605708	0.2219235866	0.0474538454	0.03543876958	0.002756020969	0.042781216817	0.000786521404	0.000717742709624
r	0.000217829861299	0.00681599743766	0.218734947	0.298697083	0.3347648632	0.0837931262	0.02858454346	0.005392098946	0.0220926513448	0.0005974962344	0.000309425507553
k	0.0308508232158	0.012021870932	0.08109748752	0.3515603128	0.2357341626	0.048921803	0.04162320682	0.04843071948	0.073447148916	0.0586146822503	0.0176977984596
u	0.0835242329984	0.24077325558	0.06202196392	0.2448738466	0.2045128762	0.0848422504	0.0378609284	0.009086907894	0.013557000308	0.003368057342	0.0155786477576
t	0.00486279497861	0.0144684775516	0.173006485908	0.2148359124	0.1860923054	0.320530128	0.05338681562	0.02029257228	0.010697321948	0.00079549525	0.0010317087976
t	0.042632111866	0.0424288015032	0.029353566576	0.2736788518	0.2366558681	0.09006708788	0.044425661754	0.08191126856	0.0240932689192	0.130960685189	0.0037928462252
e	0.0237743611806	0.09628526276	0.07517574278	0.1971515854	0.1595751934	0.2466425486	0.10448230548	0.0657596112	0.010072808818	0.0087534171	0.0123271396
n	0.00111727288316	0.00258530133678	0.0778764899757	0.08034791582	0.2553605736	0.3507429068	0.1016342096	0.0773890104	0.0383977357	0.00377010705	0.0107784609842
d	0.0105635018472	0.0077633803502	0.007913731674	0.01533941724	0.30264222344	0.07561434856	0.09564084076	0.10196917308	0.076958784488	0.214340588014	0.091254016036
i	0.033970712	0.03551994448	0.06958675274	0.0549268024	0.1309264614	0.297619434	0.1670702396	0.1086339968	0.06337396826	0.02611741882	0.012254283448
m	0.000668013173024	0.00813758694329	0.0350747476064	0.03718904786	0.1540485056	0.3649331118	0.1544947246	0.09987662066	0.04488812862	0.01151058849	0.08917891208
è	0.030645073226	0.0154653933998	0.011518408	0.0153266452	0.0793890308	0.31867579996	0.09338539028	0.1385202576	0.1113617183	0.09048262836	0.095229659678
