 	io	non	ho	niente	da	mangiare	</S>
e	0.538544624017	0.202816583195	0.003917418702	0.003737000726	0.0055206201926	0.0142788097355	0.231184911475
v	0.7761491516	0.02659283332	0.003974352442	0.153775868006	0.0371472944172	0.00044678290553	0.00191368534383
ò	0.573973418	0.174198975532	0.02327310803	0.0579277988904	0.0376261058062	0.105648999745	0.0273516275492
e	0.213486458	0.494216836	0.17684815	0.041880637326	0.0635030111912	0.00527095749825	0.00479397728244
n	0.213290173242	0.265623749	0.2711907028	0.1733895747	0.0747217957381	0.000948891241806	0.000835078177615
è	0.097908760092	0.14425811648	0.37225168584	0.107000767996	0.057337369448	0.199339773796	0.021903509922
c	0.0151862664904	0.326260506	0.483993252	0.152741218926	0.019458374532	0.00130575399596	0.00105462189151
h	0.013482543434	0.1972457868	0.195857471	0.266297928	0.07523784946	0.171784765072	0.0800936711692
o	0.0582894080621	0.108640204364	0.52048533348	0.08856565848	0.027933548	0.01468169226	0.181404177526
t	0.013188433809	0.0577134933228	0.2874957672	0.542109914	0.0843502774	0.009794284084	0.005347792172
ì	0.00553299107478	0.0270071479848	0.10863942574	0.50657145175	0.0912762904	0.249028133888	0.011944528688
p	0.00272777459848	0.030942142814	0.1308290074	0.5341468468	0.175110872	0.11250414128	0.013739204444
o	0.0667571045291	0.03024958116	0.13433688	0.535984174	0.0808180162	0.0674894752	0.08436472804
t	0.011651904435	0.0425164932887	0.109296803449	0.2873659534	0.404427858	0.0844743378	0.0602666404
i	0.00893846608732	0.0169123335972	0.034472547404	0.39119513048	0.2050444998	0.2844768808	0.0589601186
n	0.0048197863102	0.0190361246143	0.0312608827678	0.10872083836	0.40478679	0.3454392994	0.08593631876
a	0.00144771520926	0.0018453415296	0.004496253346	0.0935185896	0.25318987254	0.502429612	0.14307263652
f	0.00449890995777	0.0128381254276	0.0148100672286	0.04830004766	0.265648628	0.56695897	0.0869452444
à	0.001072346132	0.0031846096208	0.01050814958	0.094749707	0.2358974759	0.505685412	0.1489022868
o	0.000207492366344	0.0002140573078	0.0008758003838	0.01389986934	0.13327277882	0.755436388	0.0960936022
</S>	0.000598855887795	0.00106497657314	0.000762483482264	0.014910740336	0.0545104278	0.533384134	0.394768358
